code,subject,number,title,credits_min,credits_max,level,school,section_count
EDUC-L 500,EDUC,500,INST ISS IN LCLE,3.0,3.0,500,Education (EDUC),1
EDUC-L 517,EDUC,517,ADV STDY CONTENT RDG & ADL LIT,1.0,3.0,500,Education (EDUC),1
EDUC-L 539,EDUC,539,LANG FOUNDATIONS-ESL/EFL TEACH,3.0,3.0,500,Education (EDUC),1
EDUC-L 540,EDUC,540,ESL/EFL INSTR & ASSMT APPROACHS,3.0,3.0,500,Education (EDUC),1
EDUC-L 600,EDUC,600,"ISSUES IN LIT, CLTR & LANG EDUC",3.0,3.0,600,Education (EDUC),2
EDUC-L 602,EDUC,602,THEORETICAL ISSUES PART II,3.0,3.0,600,Education (EDUC),1
EDUC-L 650,EDUC,650,"INTERN IN LIT, CLTR, LANG EDUC",3.0,3.0,600,Education (EDUC),2
EDUC-L 690,EDUC,690,"RDGS LIT, CULTR AND LANG EDUC",1.0,3.0,600,Education (EDUC),2
EDUC-L 699,EDUC,699,DOCTORAL EARLY INQUIRY LCLE,3.0,3.0,600,Education (EDUC),2
EDUC-L 700,EDUC,700,"SEM-LIT, CLTR & LANG EDUC RSCH",3.0,3.0,700,Education (EDUC),2
EDUC-L 750,EDUC,750,"RSCH SEM IN LIT, CLTR & LANG EDUC",3.0,3.0,700,Education (EDUC),2
EDUC-L 795,EDUC,795,DISSERTATION PROPOSAL PREP,1.0,3.0,700,Education (EDUC),3
EDUC-L 799,EDUC,799,"DOCT THESIS LIT, CLTR & LANG ED",1.0,12.0,700,Education (EDUC),2
EDUC-M 101,EDUC,101,LABORATORY-FIELD EXPERIENCE,1.0,1.0,100,Education (EDUC),7
EDUC-M 130,EDUC,130,CHILD ART,3.0,3.0,100,Education (EDUC),1
EDUC-M 135,EDUC,135,IND INSTRUCTION IN ART,1.0,1.0,100,Education (EDUC),4
EDUC-M 200,EDUC,200,"ARTIFCTS, MUSEUMS & EVERYDAY LIFE",3.0,3.0,200,Education (EDUC),12
EDUC-M 201,EDUC,201,LABORATORY-FIELD EXPERIENCE,0.0,2.0,200,Education (EDUC),8
EDUC-M 202,EDUC,202,JOB SEARCH STRATEGIES FOR EDUC,1.0,1.0,200,Education (EDUC),2
EDUC-M 222,EDUC,222,TRAUMA-INFOR SCH & COMM ART ED,3.0,3.0,200,Education (EDUC),1
EDUC-M 235,EDUC,235,"ART, INTERDISCIPLIN & EDUCATN",3.0,3.0,200,Education (EDUC),4
EDUC-M 300,EDUC,300,TCHNG IN PLURALISTIC SOCIETY,3.0,3.0,300,Education (EDUC),2
EDUC-M 301,EDUC,301,LABORATORY/FIELD EXPERIENCE,0.0,3.0,300,Education (EDUC),8
EDUC-M 302,EDUC,302,MATH THROUGHOUT SECONDARY CURR,3.0,3.0,300,Education (EDUC),2
EDUC-M 303,EDUC,303,LAB/FIELD EXPS: JR HIGH/MDL SCH,1.0,3.0,300,Education (EDUC),1
EDUC-M 323,EDUC,323,TCHING OF MUS IN THE ELEM SCH,2.0,2.0,300,Education (EDUC),5
EDUC-M 333,EDUC,333,ART EXPRNCE FOR THE ELEM TCH,2.0,2.0,300,Education (EDUC),3
EDUC-M 334,EDUC,334,DRAMA IN EDUCATION,2.0,2.0,300,Education (EDUC),2
EDUC-M 401,EDUC,401,LABORATORY/FIELD EXPERIENCE,3.0,3.0,400,Education (EDUC),6
EDUC-M 403,EDUC,403,LAB/FIELD EXPS: VARIABLE TITLE,0.0,3.0,400,Education (EDUC),6
EDUC-M 416,EDUC,416,INQUIRY HIGH SCHOOL ENGLISH,3.0,3.0,400,Education (EDUC),1
EDUC-M 420,EDUC,420,STUDENT TEACHING SEMINAR,1.0,1.0,400,Education (EDUC),1
EDUC-M 421,EDUC,421,MTDS TCHG JR/MID H.S. SOC STDS,3.0,3.0,400,Education (EDUC),1
EDUC-M 422,EDUC,422,TCHNG MATH IN SECONDARY SCHOOL,3.0,3.0,400,Education (EDUC),1
EDUC-M 424,EDUC,424,STUDENT TEACHING: K-PRIMARY,10.0,12.0,400,Education (EDUC),2
EDUC-M 425,EDUC,425,STUDENT TEACH: ELEMENTARY,8.0,16.0,400,Education (EDUC),2
EDUC-M 427,EDUC,427,SP ED STUDENT TEACHING SEMINAR,2.0,2.0,400,Education (EDUC),1
EDUC-M 445,EDUC,445,MTHD OF TCH FOREIGN LANG,3.0,3.0,400,Education (EDUC),1
EDUC-M 446,EDUC,446,METH OF TCH SH/JH/MS SCIENCE,3.0,3.0,400,Education (EDUC),1
EDUC-M 470,EDUC,470,PRACTICUM,3.0,3.0,400,Education (EDUC),4
EDUC-M 480,EDUC,480,STUDENT TCH IN THE SECNDRY SCH,10.0,16.0,400,Education (EDUC),2
EDUC-M 482,EDUC,482,STUDENT TEACHING: ALL GRADES,10.0,16.0,400,Education (EDUC),2
EDUC-M 483,EDUC,483,TEACHING SOCIAL STUDIES 5-12,3.0,3.0,400,Education (EDUC),1
EDUC-M 500,EDUC,500,INTEGRATED PROFESSIONAL SEM,1.0,1.0,500,Education (EDUC),1
EDUC-M 501,EDUC,501,LABORATORY/FIELD EXPERIENCE,1.0,6.0,500,Education (EDUC),3
EDUC-M 502,EDUC,502,MATH THROUGHOUT SECONDARY CURR,3.0,3.0,500,Education (EDUC),2
EDUC-M 550,EDUC,550,STUDENT TEACHING: ALL GRADE,10.0,10.0,500,Speech & Hearing Sciences (SPHS),10
EDUC-M 580,EDUC,580,INTERNSHIP IN MUSIC,10.0,10.0,500,Education (EDUC),1
EDUC-N 101,EDUC,101,TEACH & LEARN ELEM MATH,3.0,3.0,100,Education (EDUC),5
EDUC-N 103,EDUC,103,TEACH & LEARN ELEM MATH II,3.0,3.0,100,Education (EDUC),4
EDUC-N 310,EDUC,310,MATHEMATICS IN MIDDLE SCHOOL,3.0,3.0,300,Education (EDUC),1
EDUC-N 517,EDUC,517,ADV STUDY TCH OF SEC SCHL MATH,3.0,3.0,500,Education (EDUC),1
EDUC-N 518,EDUC,518,ADV MTH OF TEACH MD/JR HS MATH,3.0,3.0,500,Education (EDUC),1
EDUC-N 590,EDUC,590,IND STUDY OR RES IN MATH EDUC,1.0,3.0,500,Education (EDUC),2
EDUC-N 610,EDUC,610,INTERNSHIP IN MATH EDUC,1.0,3.0,600,Education (EDUC),2
EDUC-N 717,EDUC,717,CONTEMPORARY ISSUES IN MATH ED,1.0,3.0,700,Education (EDUC),1
EDUC-N 722,EDUC,722,RESEARCH ON LEARNING MATH EDUC,3.0,3.0,700,Education (EDUC),1
EDUC-N 730,EDUC,730,ASSESSMENTS IN MATH ED,3.0,3.0,700,Education (EDUC),1
EDUC-P 225,EDUC,225,CHILD/ADOLESCENT MENTAL HEALTH,3.0,3.0,200,Education (EDUC),4
EDUC-P 248,EDUC,248,ELEM SCHOOL CHILD: DEVELOPMENT,3.0,3.0,200,Education (EDUC),5
EDUC-P 250,EDUC,250,GENERAL EDUC PSYCHOLOGY,3.0,3.0,200,Education (EDUC),2
EDUC-P 302,EDUC,302,SCHOOL-BASED MENTAL HEALTH,3.0,3.0,300,Education (EDUC),1
EDUC-P 313,EDUC,313,ADOLESCENTS IN A LRNG COMMUN,3.0,3.0,300,Education (EDUC),2
EDUC-P 314,EDUC,314,LIFE SPAN DEVELOPMENT,3.0,3.0,300,Education (EDUC),2
EDUC-P 403,EDUC,403,CHILD & ADOL TRAUMA APPLD SETTNG,3.0,3.0,400,Education (EDUC),2
EDUC-P 404,EDUC,404,BEHAVIOR MANAGEMENT OF YOUTH,3.0,3.0,400,Education (EDUC),2
EDUC-P 507,EDUC,507,ASSESSMENT IN SCHOOLS,3.0,3.0,500,Education (EDUC),1
EDUC-P 514,EDUC,514,LIFE SPAN DEVELPMT: BIRTH-DEATH,3.0,3.0,500,Education (EDUC),2
EDUC-P 590,EDUC,590,IND STUDY OR RES IN EDUC PSYCH,1.0,3.0,500,Education (EDUC),1
EDUC-P 596,EDUC,596,INTERNSHIP IN SCHOOL PSYCH I,1.0,6.0,500,Education (EDUC),1
EDUC-P 602,EDUC,602,INTELLIGENCE & COG ASSESSMENT,3.0,3.0,600,Education (EDUC),2
EDUC-P 624,EDUC,624,BIOLOGY OF BEHAVIOR,3.0,3.0,600,Education (EDUC),2
EDUC-P 650,EDUC,650,TOPIC SEM IN EDUC PSYCHOLOGY,3.0,3.0,600,Education (EDUC),2
EDUC-P 656,EDUC,656,PRACTICUM IN SCHOOL PSYCH 1,3.0,3.0,600,Education (EDUC),1
EDUC-P 670,EDUC,670,BEH ANALYSIS & CONSULT SCH PSY,3.0,3.0,600,Education (EDUC),1
EDUC-P 681,EDUC,681,SOCIAL JUSTICE FRAMEWORK YOUTH,3.0,3.0,600,Education (EDUC),1
EDUC-P 682,EDUC,682,DEV PSYCHOPATH CHILD ADOL,3.0,3.0,600,Education (EDUC),1
EDUC-P 690,EDUC,690,IND STUDY IN ED PSYCHOLOGY,1.0,3.0,600,Education (EDUC),1
EDUC-P 696,EDUC,696,PRACTICUM IN SCHOOL PSYCH 3,3.0,3.0,600,Education (EDUC),1
EDUC-P 697,EDUC,697,ADV PRACTICUM IN SCHOOL PSYCH,1.0,1.0,600,Education (EDUC),1
EDUC-P 699,EDUC,699,INTERNSHIP IN SCHOOL PSYCH II,1.0,2.0,600,Education (EDUC),2
EDUC-P 795,EDUC,795,DISSERTATION PROPOSAL PREP,1.0,3.0,700,Education (EDUC),3
EDUC-P 799,EDUC,799,DOCTORS THES IN ED PSYCHOLOGY,1.0,15.0,700,Education (EDUC),4
EDUC-Q 200,EDUC,200,INTRO TO SCIENTIFIC INQUIRY,3.0,3.0,200,Education (EDUC),6
EDUC-Q 205,EDUC,205,STEM FOR EDUCATORS,3.0,3.0,200,Education (EDUC),5
EDUC-Q 206,EDUC,206,STEM FOR EDUCATORS II,3.0,3.0,200,Education (EDUC),2
EDUC-Q 405,EDUC,405,INTEG SCIENCES-SCIENCE EDUC,3.0,3.0,400,Education (EDUC),1
EDUC-Q 506,EDUC,506,TCHING SECONDARY SCHL SCIENCE,3.0,3.0,500,Education (EDUC),1
EDUC-Q 528,EDUC,528,MAKING FOR LEARNING,3.0,3.0,500,Education (EDUC),1
EDUC-Q 590,EDUC,590,IND STUDY OR RES IN SCI EDUC,1.0,3.0,500,Education (EDUC),1
EDUC-Q 601,EDUC,601,PROF SEM IN SCIENCE EDUCATION,2.0,3.0,600,Education (EDUC),2
EDUC-Q 612,EDUC,612,TOPICAL SEMINAR IN SCIENCE ED,3.0,3.0,600,Education (EDUC),2
EDUC-Q 620,EDUC,620,UNIVERSITY STEM TEACHING,3.0,3.0,600,Education (EDUC),1
EDUC-Q 690,EDUC,690,ADV RESEARCH IN SCIENCE EDU,1.0,6.0,600,Education (EDUC),1
EDUC-R 505,EDUC,505,WKSHP IN INST SYS TECHNOLOGY,3.0,3.0,500,Education (EDUC),3
EDUC-R 511,EDUC,511,INSTR & PERF TECH FOUNDATNS I,3.0,3.0,500,Education (EDUC),1
EDUC-R 521,EDUC,521,INSTRUCT DESIGN & DEV I,3.0,3.0,500,Education (EDUC),1
EDUC-R 546,EDUC,546,"INSTR TECH: THINK, COLL, MOTIVATN",3.0,3.0,500,Education (EDUC),1
EDUC-R 586,EDUC,586,PRACTICUM IN IST,1.0,3.0,500,Education (EDUC),2
EDUC-R 590,EDUC,590,IND STUDY OR RES INST SYS TECH,1.0,3.0,500,Education (EDUC),2
EDUC-R 621,EDUC,621,ANALYSIS FOR INSTR/PERF IMPRV,3.0,3.0,600,Education (EDUC),2
EDUC-R 641,EDUC,641,INST DEVELOPMENT/PRODUCTION II,3.0,3.0,600,Education (EDUC),2
EDUC-R 686,EDUC,686,INTERNSHIP IN IST,3.0,6.0,600,Education (EDUC),1
EDUC-R 695,EDUC,695,TPC INQUIRY SEM INSTR SYS TECH,3.0,3.0,600,Education (EDUC),1
EDUC-R 699,EDUC,699,SPECIALIST PROJECT IN IST,1.0,3.0,600,Education (EDUC),1
EDUC-R 711,EDUC,711,READINGS IN INSTRUCTIONAL TECH,3.0,3.0,700,Education (EDUC),2
EDUC-R 795,EDUC,795,DISSERTATION PROPOSAL PREP,3.0,3.0,700,Education (EDUC),2
EDUC-R 799,EDUC,799,DOCTORAL DISSERTATION IN IST,1.0,15.0,700,Education (EDUC),3
EDUC-S 303,EDUC,303,TOPICS IN SECONDARY EDUCATION:,1.0,1.0,300,Education (EDUC),4
EDUC-S 508,EDUC,508,PROB IN SECONDARY EDUCATION,1.0,1.0,500,Education (EDUC),2
EDUC-S 519,EDUC,519,ADV STUDY TCH SEC SC SOC STDS,3.0,3.0,500,Education (EDUC),1
EDUC-T 450,EDUC,450,CULT/COMM FORCES & THE SCHOOLS,3.0,3.0,400,Education (EDUC),1
EDUC-T 550,EDUC,550,CLTR/COMM FORCES & THE SCHOOLS,3.0,3.0,500,Education (EDUC),3
EDUC-T 590,EDUC,590,IND ST/RES URBAN/MULTICULT ED,1.0,3.0,500,Education (EDUC),1
EDUC-U 208,EDUC,208,TRNG FOR PARAPROF IN STDNT AFF,1.0,3.0,200,Education (EDUC),1
EDUC-U 212,EDUC,212,CURR ISSUES IN UNDERGRAD LIFE,2.0,2.0,200,Education (EDUC),2
EDUC-U 320,EDUC,320,TODAY'S COLLEGE STUDENT,3.0,3.0,300,Education (EDUC),1
EDUC-U 495,EDUC,495,SEMINAR IN LEADERSHIP TRAINING,1.0,1.0,400,Education (EDUC),1
EDUC-U 548,EDUC,548,STUDEN DEV THEORY & RESEARCH,3.0,3.0,500,Education (EDUC),1
EDUC-U 549,EDUC,549,ENVIRONMENT THRY & ASSESSMENT,3.0,3.0,500,Education (EDUC),1
EDUC-U 560,EDUC,560,INTRNSHP IN STUDENT PERSONNEL,1.0,3.0,500,Education (EDUC),1
EDUC-U 590,EDUC,590,IND ST/RES COLL STUD PERS ADM,1.0,3.0,500,Education (EDUC),3
EDUC-U 599,EDUC,599,MA THESIS COL STUDENT PER ADM,3.0,3.0,500,Education (EDUC),1
EDUC-V 551,EDUC,551,COMPARATIVE EDUCATION 1,3.0,3.0,500,Education (EDUC),1
EDUC-V 553,EDUC,553,TRAVEL STUDY,3.0,3.0,500,Education (EDUC),1
EDUC-V 625,EDUC,625,INTL COMPARATIVE ED PRACTICUM,3.0,3.0,600,Education (EDUC),1
EDUC-V 626,EDUC,626,GLOBAL EDUC POLICY & REFORM,3.0,3.0,600,Education (EDUC),1
EDUC-V 637,EDUC,637,TOPICAL SEMINAR COMPARATIVE ED,3.0,3.0,600,Education (EDUC),1
EDUC-V 690,EDUC,690,IND STUDY/RES COMPARATIVE EDUC,3.0,3.0,600,Education (EDUC),1
EDUC-W 200,EDUC,200,TEACHING WITH TECHNOLOGY,3.0,3.0,200,Education (EDUC),10
EDUC-W 204,EDUC,204,RESOURCES FOR BLENDED & ONLINE,3.0,3.0,200,Education (EDUC),1
EDUC-W 450,EDUC,450,INTERN BLENDED/ONLINE TEACHING,3.0,3.0,400,Education (EDUC),1
EDUC-W 500,EDUC,500,PROF DEVELOPMENT CONFERENCE,1.0,6.0,500,Education (EDUC),1
EDUC-W 505,EDUC,505,PROF DEVELOPMENT WORKSHOP,1.0,6.0,500,Education (EDUC),1
EDUC-W 540,EDUC,540,TECHNOLOGY-INFUSED CURRICULUM,3.0,3.0,500,Education (EDUC),1
EDUC-X 101,EDUC,101,TECHNIQUES IN TEXTBOOK READING,2.0,2.0,100,Education (EDUC),4
EDUC-X 105,EDUC,105,LEARNING STRAT FOR ACCOUNTING,1.0,1.0,100,Education (EDUC),16
EDUC-X 150,EDUC,150,READ - LEARN TECHNIQUES 1,2.0,2.0,100,Education (EDUC),11
EDUC-X 151,EDUC,151,READ - LEARN TECHNIQUES 2,2.0,2.0,100,Education (EDUC),3
EDUC-X 152,EDUC,152,READ - LEARN TECHNIQUES 3,2.0,2.0,100,Education (EDUC),12
EDUC-X 156,EDUC,156,COLLEGE AND LIFE LONG LEARNING,2.0,2.0,100,Education (EDUC),6
EDUC-X 158,EDUC,158,CULTURE OF COLLEGE,3.0,3.0,100,Education (EDUC),6
EDUC-X 599,EDUC,599,MASTER'S THESIS IN EDUCATION,1.0,6.0,500,Education (EDUC),1
EDUC-Y 402,EDUC,402,INTRO TO STATS,3.0,3.0,400,Education (EDUC),1
EDUC-Y 435,EDUC,435,PROG EVAL FOR ED PROFESSIONALS,3.0,3.0,400,Education (EDUC),1
EDUC-Y 500,EDUC,500,COMP LAB FOR EDUC INQUIRY,1.0,1.0,500,Education (EDUC),2
EDUC-Y 502,EDUC,502,INTERMDIATE STAT APPLIED TO ED,3.0,3.0,500,Education (EDUC),1
EDUC-Y 520,EDUC,520,STRATEGIES FOR EDUC INQUIRY,3.0,3.0,500,Education (EDUC),4
EDUC-Y 521,EDUC,521,METHODOLOGICL APPR TO EDUC INQ,3.0,3.0,500,Education (EDUC),1
EDUC-Y 527,EDUC,527,EDUC ASSMT & PSYCH MEASUREMENT,3.0,3.0,500,Education (EDUC),1
EDUC-Y 535,EDUC,535,EVALUATION MODELS & TECHNIQUES,3.0,3.0,500,Education (EDUC),1
EDUC-Y 590,EDUC,590,IND STUDY OR RES IN INQ METHOD,1.0,3.0,500,Education (EDUC),1
EDUC-Y 604,EDUC,604,MULTIVARIATE ANLS IN EDUC RES,3.0,3.0,600,Education (EDUC),1
EDUC-Y 611,EDUC,611,QUALITATIVE INQUIRY IN EDUCATN,3.0,3.0,600,Education (EDUC),2
EDUC-Y 640,EDUC,640,ANALYZING QUALITATIVE DATA,3.0,3.0,600,Education (EDUC),1
EDUC-Y 650,EDUC,650,TOPICS IN INQUIRY METHODOLOGY,3.0,3.0,600,Education (EDUC),3
EDUC-Y 660,EDUC,660,AFFINITY RESEARCH GROUP,3.0,3.0,600,Education (EDUC),5
EDUC-Y 795,EDUC,795,DISSERTATION PROPOSAL PREP,1.0,3.0,700,Education (EDUC),2
EDUC-Y 799,EDUC,799,DOCT THESIS IN INQ METHODOLOGY,1.0,12.0,700,Education (EDUC),2
EDUC-Z 204,EDUC,204,APPLIED THEATRE,3.0,3.0,200,Education (EDUC),1
EDUC-Z 533,EDUC,533,UNDERSTANDING CHILD ART,3.0,3.0,500,Education (EDUC),1
EDUC-Z 590,EDUC,590,IND STUDY OR RES IN ART EDUC,1.0,3.0,500,Education (EDUC),1
EDUC-Z 700,EDUC,700,PRACTICUM IN ART EDUCATION,1.0,6.0,700,Education (EDUC),1
EDUC-Z 750,EDUC,750,ART EDUCATION DOCTORAL SEMINAR,3.0,3.0,700,Education (EDUC),1
ENG-G 901,ENG,901,ADVANCED RESEARCH,6.0,6.0,900,English (ENG),1
ENG-L 111,ENG,111,DISCOVERING LITERATURE,3.0,3.0,100,English (ENG),9
ENG-L 203,ENG,203,INTRODUCTION TO DRAMA,3.0,3.0,200,English (ENG),4
ENG-L 204,ENG,204,INTRODUCTION TO FICTION,3.0,3.0,200,English (ENG),11
ENG-L 205,ENG,205,INTRODUCTION TO POETRY,3.0,3.0,200,English (ENG),2
ENG-L 206,ENG,206,INTRO TO PROSE (EXCLUDG FICTN),3.0,3.0,200,English (ENG),1
ENG-L 220,ENG,220,INTRODUCTION TO SHAKESPEARE,3.0,3.0,200,English (ENG),1
ENG-L 224,ENG,224,INTRO TO WORLD LIT IN ENGLISH,3.0,3.0,200,English (ENG),1
ENG-L 260,ENG,260,THINKING WITH TEXTS,3.0,3.0,200,English (ENG),3
ENG-L 295,ENG,295,AMERICAN FILM CULTURE,3.0,3.0,200,English (ENG),1
ENG-L 310,ENG,310,LITERARY HISTORY 1,3.0,3.0,300,English (ENG),1
ENG-L 312,ENG,312,LITERARY HISTORY 2,3.0,3.0,300,English (ENG),1
ENG-L 314,ENG,314,LATE PLAYS OF SHAKESPEARE,3.0,3.0,300,English (ENG),1
ENG-L 316,ENG,316,LITERARY HISTORY 3,3.0,3.0,300,English (ENG),1
ENG-L 338,ENG,338,CELTIC NARRATIVES,3.0,3.0,300,English (ENG),1
ENG-L 348,ENG,348,19TH CENTURY BRITISH FICTION,3.0,3.0,300,English (ENG),1
ENG-L 354,ENG,354,AMERICAN LITERATURE SINCE 1914,3.0,3.0,300,English (ENG),1
ENG-L 357,ENG,357,20TH CENTURY AMERICAN POETRY,3.0,3.0,300,English (ENG),1
ENG-L 359,ENG,359,"AMERICAN LITERATURE, 1960-PRES",3.0,3.0,300,English (ENG),1
ENG-L 369,ENG,369,STDS IN BRITISH & AMR AUTHORS,3.0,3.0,300,English (ENG),1
ENG-L 371,ENG,371,ENCOUNTERS WITH THEORY,3.0,3.0,300,English (ENG),2
ENG-L 378,ENG,378,STUDIES IN WOMEN & LIT,3.0,3.0,300,English (ENG),1
ENG-L 390,ENG,390,CHILDREN'S LITERATURE,3.0,3.0,300,English (ENG),1
ENG-L 396,ENG,396,AFRICAN AMERICAN LITERATURE,3.0,3.0,300,English (ENG),1
ENG-L 450,ENG,450,SEMINAR: BRITISH & AM AUTHORS,3.0,3.0,400,English (ENG),1
ENG-L 460,ENG,460,SEMINAR: LIT FORM MODE & THEME,3.0,3.0,400,English (ENG),1
ENG-L 499,ENG,499,SR INDPT STUDY FOR HONORS,3.0,3.0,400,English (ENG),1
ENG-L 503,ENG,503,TEACHING OF LIT IN COLLEGE,4.0,4.0,500,English (ENG),1
ENG-L 508,ENG,508,PRACT ON TEACHING LIT IN COLL,4.0,4.0,500,English (ENG),1
ENG-L 553,ENG,553,STUDIES IN LITERATURE,4.0,4.0,500,English (ENG),1
ENG-L 599,ENG,599,INTERNSHIP IN ENGLISH,1.0,4.0,500,English (ENG),1
ENG-L 611,ENG,611,EARLY MOD LIT & CLTR 1500-1660,4.0,4.0,600,English (ENG),1
ENG-L 625,ENG,625,READINGS IN SHAKESPEARE,4.0,4.0,600,English (ENG),1
ENG-L 626,ENG,626,"BRITISH LIT & CLTR, 1660-1790",4.0,4.0,600,English (ENG),1
ENG-L 629,ENG,629,RDGS NARRATIVE LIT FROM 1800,4.0,4.0,600,English (ENG),1
ENG-L 635,ENG,635,RDGS AMER ETHNIC LIT & CLTR,4.0,4.0,600,English (ENG),1
ENG-L 643,ENG,643,RDGS COLONIAL & POST-COL LIT,4.0,4.0,600,English (ENG),1
ENG-L 646,ENG,646,"RDGS IN MEDIA, LIT, AND CLTR",4.0,4.0,600,English (ENG),7
ENG-L 660,ENG,660,STUDIES IN BRITISH & AMER LIT,4.0,4.0,600,English (ENG),2
ENG-L 680,ENG,680,SPECIAL TOPICS-LIT STDY & THRY,4.0,4.0,600,English (ENG),1
ENG-L 695,ENG,695,INDIVIDUAL READINGS IN ENGLISH,1.0,4.0,600,English (ENG),3
ENG-L 699,ENG,699,MA THESIS,1.0,4.0,600,English (ENG),1
ENG-L 738,ENG,738,LIT HISTORY & THRY OF HISTORY,4.0,4.0,700,English (ENG),1
ENG-L 740,ENG,740,"RESRCH: AESTHETICS, GENRE, & FORM",4.0,4.0,700,English (ENG),1
ENG-L 746,ENG,746,RSCH TEXTUAL & MEDIA STUDIES,4.0,4.0,700,English (ENG),1
ENG-L 756,ENG,756,RESEARCH IN RHETORICAL STUDIES,4.0,4.0,700,English (ENG),1
ENG-L 790,ENG,790,INDEPENDENT STUDY,1.0,4.0,700,English (ENG),1
ENG-L 799,ENG,799,PH D THESIS,1.0,16.0,700,English (ENG),2
ENG-R 209,ENG,209,TPCS RHET & PUBLIC CULTURE,3.0,3.0,200,English (ENG),3
ENG-R 228,ENG,228,ARGUMENTATION & PUBLIC ADVOCACY,3.0,3.0,200,English (ENG),1
ENG-R 321,ENG,321,"RHETORIC, LAW AND CULTURE",3.0,3.0,300,English (ENG),1
ENG-R 330,ENG,330,"SCIENCE, ADVOCACY & THE PUBLIC",3.0,3.0,300,English (ENG),1
ENG-R 348,ENG,348,ENVIRONMENTAL COMMUNICATION,3.0,3.0,300,English (ENG),1
ENG-R 355,ENG,355,PUBLIC MEMORY IN COMM & CULTURE,3.0,3.0,300,English (ENG),1
ENG-W 103,ENG,103,INTRODUCTORY CREATIVE WRITING,3.0,3.0,100,English (ENG),12
ENG-W 131,ENG,131,"READING, WRITING, & INQUIRY I",3.0,3.0,100,English (ENG),84
ENG-W 170,ENG,170,INTRO TO ARGUMENTATIVE WRITING,3.0,3.0,100,English (ENG),13
ENG-W 171,ENG,171,DIGITAL LITERACY + COMPOSITION,3.0,3.0,100,English (ENG),4
ENG-W 203,ENG,203,CREATIVE WRITING,3.0,3.0,200,English (ENG),9
ENG-W 231,ENG,231,PROFESSIONAL WRITING SKILLS,3.0,3.0,200,English (ENG),2
ENG-W 301,ENG,301,WRITING FICTION,3.0,3.0,300,English (ENG),2
ENG-W 303,ENG,303,WRITING POETRY,3.0,3.0,300,English (ENG),1
ENG-W 311,ENG,311,WRITING CREATIVE NONFICTION,3.0,3.0,300,English (ENG),1
ENG-W 350,ENG,350,ADVANCED EXPOSITORY WRITING,3.0,3.0,300,English (ENG),3
ENG-W 381,ENG,381,THE CRAFT OF FICTION,3.0,3.0,300,English (ENG),1
ENG-W 383,ENG,383,THE CRAFT OF POETRY,3.0,3.0,300,English (ENG),1
ENG-W 401,ENG,401,ADVANCED FICTION WRITING,3.0,3.0,400,English (ENG),1
ENG-W 500,ENG,500,TEACHING COMPOSITION,4.0,4.0,500,English (ENG),1
ENG-W 501,ENG,501,PRACTICUM ON TEACHING OF COMP,1.0,3.0,500,English (ENG),1
ENG-W 508,ENG,508,GRAD CREATIVE WRITING-TEACHERS,4.0,4.0,500,English (ENG),2
ENG-W 554,ENG,554,PRACT: TEACH OF CREATIVE WRITNG,2.0,2.0,500,English (ENG),1
ENG-W 600,ENG,600,TPCS IN RHETORIC & COMPOSITION,4.0,4.0,600,English (ENG),2
ENG-W 602,ENG,602,CONT THEORIES RHET & COMP,4.0,4.0,600,English (ENG),1
ENG-W 611,ENG,611,WRITING FICTION 1,4.0,4.0,600,English (ENG),1
ENG-W 613,ENG,613,WRITING POETRY 1,4.0,4.0,600,English (ENG),1
ENG-W 680,ENG,680,THEORY AND CRAFT OF WRITING,4.0,4.0,600,English (ENG),1
ENG-W 697,ENG,697,INDEPENDENT STUDY IN WRITING 1,1.0,4.0,600,English (ENG),3
ENG-W 699,ENG,699,M.F.A. THESIS,1.0,12.0,600,English (ENG),1
ENG-X 373,ENG,373,PROFESSIONAL PRACT IN ENGLISH,1.0,6.0,300,English (ENG),1
ENG-X 471,ENG,471,TEACHING INTERNSHIP IN ENGLISH,1.0,3.0,400,English (ENG),1
ENG-X 473,ENG,473,INTERNSHIP IN ENGLISH,1.0,3.0,400,English (ENG),1
ENG-X 490,ENG,490,INDIVIDUAL READING IN ENGLISH,1.0,3.0,400,English (ENG),1
ENGR-E 101,ENGR,101,INNOVATION AND DESIGN,3.0,3.0,100,Intelligent Systems Engineerng (ENGR),9
ENGR-E 201,ENGR,201,COMPUTER SYSTEMS ENGINEERING,3.0,3.0,200,Intelligent Systems Engineerng (ENGR),7
ENGR-E 221,ENGR,221,INTELLIGENT SYSTEMS I,3.0,3.0,200,Intelligent Systems Engineerng (ENGR),5
ENGR-E 250,ENGR,250,"SYSTEMS, SIGNALS, AND CONTROL",3.0,3.0,200,Intelligent Systems Engineerng (ENGR),1
ENGR-E 299,ENGR,299,ENGR PROFESSIONLIZATN & ETHICS,1.0,1.0,200,Intelligent Systems Engineerng (ENGR),1
ENGR-E 304,ENGR,304,INTRODUCTION TO BIOENGINEERING,3.0,3.0,300,Intelligent Systems Engineerng (ENGR),1
ENGR-E 311,ENGR,311,CIRCUITS AND DIGITAL SYSTEMS,3.0,3.0,300,Intelligent Systems Engineerng (ENGR),2
ENGR-E 313,ENGR,313,ENGINEERING COMPILERS,3.0,3.0,300,Intelligent Systems Engineerng (ENGR),1
