code,subject,number,title,credits_min,credits_max,level,school,section_count
EALC-X 490,EALC,490,INDIVIDUAL READINGS,3.0,3.0,400,East Asian Lang & Culture (EALC),5
EAS-A 332,EAS,332,ATMOS THERMODYN/CLD PROCS,3.0,3.0,300,Earth and Atmospheric Sciences (EAS),1
EAS-A 364,EAS,364,ATMOSPHERIC DYNAMICS I,3.0,3.0,300,Earth and Atmospheric Sciences (EAS),1
EAS-A 476,EAS,476,CLIMATE CHANGE SCIENCE,3.0,3.0,400,Earth and Atmospheric Sciences (EAS),1
EAS-A 477,EAS,477,TRENDS IN EXTREME WEATHER,3.0,3.0,400,Earth and Atmospheric Sciences (EAS),1
EAS-E 103,EAS,103,EARTH SCIENCE-MATLS/PROCESSES,3.0,3.0,100,Earth and Atmospheric Sciences (EAS),1
EAS-E 105,EAS,105,EARTH: OUR HABITABLE PLANET,3.0,3.0,100,Earth and Atmospheric Sciences (EAS),6
EAS-E 114,EAS,114,DINOSAURS AND THEIR RELATIVES,3.0,3.0,100,Earth and Atmospheric Sciences (EAS),6
EAS-E 121,EAS,121,JOURNEY TO MARS,3.0,3.0,100,Earth and Atmospheric Sciences (EAS),1
EAS-E 131,EAS,131,OCEANS & OUR GLOBAL ENVIR,3.0,3.0,100,Earth and Atmospheric Sciences (EAS),2
EAS-E 141,EAS,141,EARTHQUAKES AND VOLCANOES,3.0,3.0,100,Earth and Atmospheric Sciences (EAS),3
EAS-E 144,EAS,144,EXTREME WEATHER AND ITS IMPACT,3.0,3.0,100,Earth and Atmospheric Sciences (EAS),1
EAS-E 225,EAS,225,EARTH MATERIALS,4.0,4.0,200,Earth and Atmospheric Sciences (EAS),3
EAS-E 226,EAS,226,EARTH PROCESSES,3.0,3.0,200,Earth and Atmospheric Sciences (EAS),1
EAS-E 314,EAS,314,DATA ANLYSIS FOR EARTH SCIENCE,3.0,3.0,300,Earth and Atmospheric Sciences (EAS),1
EAS-E 330,EAS,330,HUMAN IMPACTS ON EARTH SYSTEMS,3.0,3.0,300,Earth and Atmospheric Sciences (EAS),1
EAS-E 351,EAS,351,ELEMENTS OF HYDROLOGY,3.0,3.0,300,Earth and Atmospheric Sciences (EAS),1
EAS-E 406,EAS,406,INTRODUCTION TO GEOCHEMISTRY,3.0,3.0,400,Earth and Atmospheric Sciences (EAS),1
EAS-E 454,EAS,454,FUNDAMENTLS OF PLATE TECTONICS,3.0,3.0,400,Earth and Atmospheric Sciences (EAS),1
EAS-E 490,EAS,490,UNDERGRADUATE SEMINAR,3.0,3.0,400,Earth and Atmospheric Sciences (EAS),2
EAS-E 499,EAS,499,HONORS RESEARCH IN GEOSCIENCES,1.0,6.0,400,Earth and Atmospheric Sciences (EAS),1
EAS-G 520,EAS,520,MECHANICS FOR EARTH SCIENCES,3.0,3.0,500,Earth and Atmospheric Sciences (EAS),1
EAS-G 559,EAS,559,EARTH SURFACE PROCESSES,3.0,3.0,500,Earth and Atmospheric Sciences (EAS),1
EAS-G 564,EAS,564,DYNAMIC METEOROLOGY I,3.0,3.0,500,Earth and Atmospheric Sciences (EAS),1
EAS-G 577,EAS,577,TRENDS IN EXTREME WEATHER,3.0,3.0,500,Earth and Atmospheric Sciences (EAS),1
EAS-G 590,EAS,590,PRO DEVELOPMENT IN GEOSCIENCES,3.0,3.0,500,Earth and Atmospheric Sciences (EAS),1
EAS-G 690,EAS,690,ADVANCED GEOLOGY SEMINAR,1.0,12.0,600,Earth and Atmospheric Sciences (EAS),3
EAS-G 700,EAS,700,GEOLOGIC PROBLEMS,3.0,3.0,700,Earth and Atmospheric Sciences (EAS),1
EAS-G 810,EAS,810,RESEARCH,1.0,12.0,800,Earth and Atmospheric Sciences (EAS),25
EAS-G 901,EAS,901,ADVANCED RESEARCH,6.0,6.0,900,Earth and Atmospheric Sciences (EAS),1
EAS-X 150,EAS,150,ASURE EAS RESEARCH LAB,3.0,3.0,100,Earth and Atmospheric Sciences (EAS),1
EAS-X 498,EAS,498,UNDERGRAD RSRCH IN GEOSCIENCES,1.0,6.0,400,Earth and Atmospheric Sciences (EAS),18
ECON-B 251,ECON,251,FUND OF ECON FOR BUSINESS I,3.0,3.0,200,Economics (ECON),12
ECON-B 252,ECON,252,FUND OF ECON FOR BUSINESS II,3.0,3.0,200,Economics (ECON),10
ECON-E 115,ECON,115,EVERYDAY ECONOMICS,3.0,3.0,100,Economics (ECON),1
ECON-E 201,ECON,201,INTRO TO MICROECONOMICS,3.0,3.0,200,Liberal Arts And Mgmt Program (LAMP),0
ECON-E 251,ECON,251,FUNDAMENTALS OF ECONOMICS I,3.0,3.0,200,Economics (ECON),3
ECON-E 252,ECON,252,FUNDAMENTALS OF ECONOMICS II,3.0,3.0,200,Economics (ECON),1
ECON-E 303,ECON,303,SURVEY OF INTERNATIONAL ECON,3.0,3.0,300,Economics (ECON),1
ECON-E 305,ECON,305,MONEY AND BANKING,3.0,3.0,300,Economics (ECON),2
ECON-E 309,ECON,309,TOPICS IN ECONOMICS,3.0,3.0,300,Economics (ECON),2
ECON-E 321,ECON,321,INTERMEDIATE MICROECON THEORY,3.0,3.0,300,Economics (ECON),3
ECON-E 322,ECON,322,INTERMEDIATE MACROECON THEORY,3.0,3.0,300,Economics (ECON),2
ECON-E 327,ECON,327,GAME THEORY,3.0,3.0,300,Economics (ECON),2
ECON-E 331,ECON,331,INTERNATIONAL TRADE,3.0,3.0,300,Economics (ECON),1
ECON-E 362,ECON,362,PUBLIC FINANCE-TAXATION,3.0,3.0,300,Economics (ECON),1
ECON-E 370,ECON,370,STATISTICAL ANALYS BUS & ECON,3.0,3.0,300,Economics (ECON),7
ECON-E 371,ECON,371,INTRO TO APPLIED ECONOMETRICS,3.0,3.0,300,Economics (ECON),2
ECON-E 401,ECON,401,MACHINE LEARNING FOR ECON DATA,3.0,3.0,400,Economics (ECON),1
ECON-E 402,ECON,402,COMPUTATIONAL METHODS IN MACRO,3.0,3.0,400,Economics (ECON),2
ECON-E 425,ECON,425,FINANCIAL ECONOMICS,3.0,3.0,400,Economics (ECON),1
ECON-E 427,ECON,427,SEMINAR EXPERIMENTAL ECONOMICS,3.0,3.0,400,Economics (ECON),1
ECON-E 471,ECON,471,ECONOMETRIC THEORY & PRACT I,3.0,3.0,400,Economics (ECON),1
ECON-E 490,ECON,490,ADV UNDERGRAD SEM IN ECONOMICS,3.0,3.0,400,Economics (ECON),5
ECON-E 499,ECON,499,HONORS THESIS,3.0,3.0,400,Economics (ECON),1
ECON-E 520,ECON,520,OPTIMIZATION THRY ECON ANALYS,3.0,3.0,500,Economics (ECON),2
ECON-E 521,ECON,521,THEORY OF PRICES AND MARKETS 1,3.0,3.0,500,Economics (ECON),2
ECON-E 522,ECON,522,MACROECONOMIC THEORY I,3.0,3.0,500,Economics (ECON),2
ECON-E 530,ECON,530,INTERNATIONAL TRADE,3.0,3.0,500,Economics (ECON),1
ECON-E 571,ECON,571,ECONOMETRICS I-STAT FOUNDATNS,3.0,3.0,500,Economics (ECON),2
ECON-E 671,ECON,671,ECONOMET 3-NONLNEAR/SIMLT MDLS,3.0,3.0,600,Economics (ECON),2
ECON-E 672,ECON,672,MACROECONOMETRICS,3.0,3.0,600,Economics (ECON),1
ECON-E 673,ECON,673,MICROECONOMETRICS,3.0,3.0,600,Economics (ECON),1
ECON-E 724,ECON,724,SEMINAR IN ECONOMIC THEORY,3.0,6.0,700,Economics (ECON),5
ECON-E 800,ECON,800,RESEARCH IN ECONOMICS,1.0,6.0,800,Economics (ECON),1
ECON-E 808,ECON,808,THESIS A M,1.0,6.0,800,Economics (ECON),1
ECON-E 809,ECON,809,THESIS PH D,1.0,12.0,800,Economics (ECON),2
ECON-E 810,ECON,810,READINGS IN ECONOMIC HISTORY,1.0,6.0,800,Economics (ECON),1
ECON-E 824,ECON,824,READINGS IN ECONOMIC THEORY,1.0,6.0,800,Economics (ECON),1
ECON-E 830,ECON,830,READINGS IN INTL TRADE,1.0,6.0,800,Economics (ECON),1
ECON-E 840,ECON,840,ECON OF LABOR & HUM RES DEVEL,1.0,6.0,800,Economics (ECON),1
ECON-E 850,ECON,850,READINGS IN MONETARY ECONOMICS,1.0,6.0,800,Economics (ECON),1
ECON-E 860,ECON,860,READINGS IN PUBLIC ECONOMICS,1.0,6.0,800,Economics (ECON),1
ECON-E 870,ECON,870,READINGS IN ADV ECONOMETRICS,1.0,6.0,800,Economics (ECON),1
ECON-E 880,ECON,880,RDNGS IN INDUST ORGANIZATION,1.0,6.0,800,Economics (ECON),1
ECON-E 890,ECON,890,RDGS IN DEV & EC OF TRANSITION,1.0,6.0,800,Economics (ECON),1
ECON-G 599,ECON,599,THESIS RESEARCH,0.0,0.0,500,Economics (ECON),1
ECON-G 901,ECON,901,ADVANCED RESEARCH,6.0,6.0,900,Economics (ECON),1
ECON-M 500,ECON,500,ANALYTICAL METHDS IN ECONOMICS,3.0,3.0,500,Economics (ECON),1
ECON-M 501,ECON,501,MICROECONOMIC THEORY I,3.0,3.0,500,Economics (ECON),1
ECON-M 504,ECON,504,ECONOMETRICS I,4.0,4.0,500,Economics (ECON),1
ECON-M 513,ECON,513,FINANCIAL ECONOMICS,3.0,3.0,500,Economics (ECON),1
ECON-M 518,ECON,518,BIG DATA IN ECONOMICS,3.0,3.0,500,Economics (ECON),1
ECON-M 524,ECON,524,FINANCIAL ECONOMETRICS,3.0,3.0,500,Economics (ECON),1
ECON-S 370,ECON,370,STAT ANALYSIS BUS & ECON: HON,3.0,3.0,300,Economics (ECON),1
ECON-X 373,ECON,373,INTERNSHIP IN ECONOMICS,1.0,3.0,300,Economics (ECON),1
ECON-X 398,ECON,398,INDEPENDENT RESEARCH IN ECON,1.0,3.0,300,Economics (ECON),1
EDUC-A 308,EDUC,308,LEGAL & ETHICAL ISSUES IN EDUC,3.0,3.0,300,Education (EDUC),4
EDUC-A 500,EDUC,500,INTRO TO EDUCATIONAL LDRSHP,3.0,3.0,500,Education (EDUC),1
EDUC-A 510,EDUC,510,SCHOOL COMMUNITY RELATIONS,3.0,3.0,500,Education (EDUC),1
EDUC-A 515,EDUC,515,INSTRUCTIONAL LEADERSHIP,3.0,3.0,500,Education (EDUC),1
EDUC-A 590,EDUC,590,IND STUDY IN EDUC LEADERSHIP,1.0,3.0,500,Education (EDUC),1
EDUC-A 591,EDUC,591,TEACHER LEADER PATHWAY I,3.0,3.0,500,Education (EDUC),1
EDUC-A 592,EDUC,592,TEACHER LEADER PATHWAY II,3.0,3.0,500,Education (EDUC),1
EDUC-A 593,EDUC,593,TCHR LEADER PATHWAY CAPSTONE,3.0,3.0,500,Education (EDUC),1
EDUC-A 608,EDUC,608,LEGAL & ETHICAL PERSP ON EDUC,3.0,3.0,600,Education (EDUC),1
EDUC-A 624,EDUC,624,EDUC LEDRSP: PRINCIPALSHP K-12,3.0,3.0,600,Education (EDUC),1
EDUC-A 629,EDUC,629,CONTINUOUS SCHOOL IMPROVEMENT,3.0,3.0,600,Education (EDUC),1
EDUC-A 635,EDUC,635,PUBL SCHOOL BUDGETING & ACCTG,3.0,3.0,600,Education (EDUC),1
EDUC-A 653,EDUC,653,ORGANIZATIONAL CONTEXT OF EDUC,3.0,3.0,600,Education (EDUC),1
EDUC-A 671,EDUC,671,PLAN & CHANGE IN ED ORGANIZATN,3.0,3.0,600,Education (EDUC),1
EDUC-A 695,EDUC,695,PRACTICUM IN EDUC LEADERSHIP,1.0,3.0,600,Education (EDUC),3
EDUC-A 720,EDUC,720,WKSP ON SEL PROB IN ED LDRSHIP,3.0,3.0,700,Education (EDUC),1
EDUC-A 785,EDUC,785,INTERNSHIP IN EDUC LEADERSHIP,1.0,6.0,700,Education (EDUC),1
EDUC-A 795,EDUC,795,DISSERTATION PROPOSAL PREP,3.0,3.0,700,Education (EDUC),1
EDUC-A 799,EDUC,799,DOCTORAL THESIS IN EDUC LDRSHP,1.0,6.0,700,Education (EDUC),2
EDUC-BC 251,EDUC,251,BC: EDUC-I 251/EDUC-M 101,4.0,4.0,200,Education (EDUC),6
EDUC-BC 336,EDUC,336,BC: EDUC 336,17.0,17.0,300,Education (EDUC),1
EDUC-BC 454,EDUC,454,BC: EDUC 454,15.0,15.0,400,Education (EDUC),1
EDUC-BD 451,EDUC,451,BD: EDUC 451,8.0,8.0,400,Education (EDUC),4
EDUC-BD 452,EDUC,452,BD: EDUC 452,11.0,11.0,400,Education (EDUC),2
EDUC-BD 453,EDUC,453,BD: EDUC 453,12.0,12.0,400,Education (EDUC),4
EDUC-BE 442,EDUC,442,BE: EDUC-L 442/EDUC-M 401,4.0,4.0,400,Education (EDUC),1
EDUC-BE 445,EDUC,445,BE: EDUC-M 445/403,5.0,5.0,400,Education (EDUC),1
EDUC-BE 502,EDUC,502,BE: EDUC-Y 502/500,4.0,4.0,500,Education (EDUC),1
EDUC-BE 604,EDUC,604,BE: EDUC-Y 604/500,4.0,4.0,600,Education (EDUC),1
EDUC-BG 416,EDUC,416,BG: EDUC-M 416/M 403/S 303,6.0,6.0,400,Education (EDUC),1
EDUC-BG 421,EDUC,421,BG: EDUC-M 421/M 403/S 303,6.0,6.0,400,Education (EDUC),1
EDUC-BG 422,EDUC,422,BG: EDUC-M 422/M 403/S 303,6.0,6.0,400,Education (EDUC),1
EDUC-BG 446,EDUC,446,BG: EDUC-M 446/M 403/S 303,6.0,6.0,400,Education (EDUC),1
EDUC-BG 470,EDUC,470,"BG: EDUC-G 424, M470",6.0,6.0,400,Education (EDUC),1
EDUC-BK 343,EDUC,343,BK: EDUC 343,14.0,14.0,300,Education (EDUC),1
EDUC-BK 427,EDUC,427,BK: EDUC-K 344/361/480 M 427,15.0,15.0,400,Education (EDUC),1
EDUC-C 565,EDUC,565,INTRO TO COLLEGE & UNIV ADM,3.0,3.0,500,Education (EDUC),1
EDUC-C 620,EDUC,620,PROSEMINAR IN HIGHER EDUCATION,3.0,3.0,600,Education (EDUC),1
EDUC-C 675,EDUC,675,SUPERVISED COLLEGE TEACHING,1.0,3.0,600,Education (EDUC),1
EDUC-C 678,EDUC,678,CAPSTONE IN INSTITUTIONL RSRCH,3.0,3.0,600,Education (EDUC),1
EDUC-C 690,EDUC,690,INDEPENDENT STUDY IN HIGHER ED,1.0,3.0,600,Education (EDUC),1
EDUC-C 705,EDUC,705,LEGAL ASPECTS OF HIGHER EDUC,3.0,3.0,700,Education (EDUC),1
EDUC-C 747,EDUC,747,PRACTICUM IN ADMINISTRATION,1.0,6.0,700,Education (EDUC),1
EDUC-C 750,EDUC,750,TOPICAL SEMINAR,3.0,3.0,700,Education (EDUC),1
EDUC-C 760,EDUC,760,INTERNSHIP IN ADMINISTRATION,1.0,6.0,700,Education (EDUC),1
EDUC-C 788,EDUC,788,SEM IN RESEARCH IN HIGHER EDUC,3.0,3.0,700,Education (EDUC),1
EDUC-C 790,EDUC,790,RESEARCH IN HIGHER EDUCATION,1.0,12.0,700,Education (EDUC),1
EDUC-C 799,EDUC,799,DOCTORS THESIS IN HIGHER EDUC,1.0,12.0,700,Education (EDUC),1
EDUC-D 505,EDUC,505,ADULT LRNING THRU THE LIFESPAN,3.0,3.0,500,Education (EDUC),1
EDUC-D 512,EDUC,512,SEM FORMS & FORCES OF ADULT ED,3.0,3.0,500,Education (EDUC),1
EDUC-D 521,EDUC,521,PARTICIPATION TRAINING,3.0,3.0,500,Education (EDUC),1
EDUC-D 550,EDUC,550,PRACTICUM IN ADULT EDUCATION,1.0,3.0,500,Education (EDUC),1
EDUC-D 590,EDUC,590,IND STUDY OR RES IN ADULT EDUC,1.0,3.0,500,Education (EDUC),1
EDUC-D 600,EDUC,600,SEM IN TCH-LRNING TRANS ADULT,3.0,3.0,600,Education (EDUC),1
EDUC-D 625,EDUC,625,TOPICAL SEMINAR,3.0,3.0,600,Education (EDUC),1
EDUC-D 640,EDUC,640,CAPSTONE SEMINAR IN ADULT EDUC,3.0,3.0,600,Education (EDUC),1
EDUC-E 225,EDUC,225,HISTORY/SOCIAL SCI LRNG CONTXT,3.0,3.0,200,Education (EDUC),1
EDUC-E 300,EDUC,300,ELEM EDUC FOR PLURALISTIC SOC,3.0,3.0,300,Education (EDUC),3
EDUC-E 303,EDUC,303,COMPREHSV CLASSROOM MANAGEMENT,1.0,1.0,300,Education (EDUC),4
EDUC-E 325,EDUC,325,SOC STDS IN THE ELEM SCHOOLS,3.0,3.0,300,Education (EDUC),5
EDUC-E 328,EDUC,328,SCIENCE IN THE ELEMENTARY SCHL,3.0,3.0,300,Education (EDUC),3
EDUC-E 335,EDUC,335,INTRO TO EARLY CHILDHOOD ED,3.0,3.0,300,Education (EDUC),2
EDUC-E 336,EDUC,336,PLAY AS DEVELOPMENT,3.0,3.0,300,Education (EDUC),2
EDUC-E 341,EDUC,341,METHODS OF TEACHING READING II,3.0,3.0,300,Education (EDUC),1
EDUC-E 343,EDUC,343,MATH IN THE ELEM SCHOOLS,3.0,3.0,300,Education (EDUC),3
EDUC-E 348,EDUC,348,FOUND OF EARLY CHILDHOOD ED I,3.0,3.0,300,Education (EDUC),1
EDUC-E 352,EDUC,352,TCHNG/LRNING CHILDREN AGES 3-5,3.0,3.0,300,Education (EDUC),1
EDUC-E 525,EDUC,525,ADV CURR ST EARLY CHILDHD ED,3.0,3.0,500,Education (EDUC),1
EDUC-E 555,EDUC,555,HUMAN DIVERSITY IN EDUCATION,3.0,3.0,500,Education (EDUC),1
EDUC-F 110,EDUC,110,WINDOWS ON EDUCATION,1.0,1.0,100,Education (EDUC),2
EDUC-F 203,EDUC,203,TOP EXPLORATION IN EDUCATION,3.0,3.0,200,Education (EDUC),6
EDUC-F 204,EDUC,204,SEMINAR INSPIRE LLC,1.0,3.0,200,Education (EDUC),2
EDUC-F 401,EDUC,401,TOPICAL EXPLORATIONS IN EDUC,3.0,3.0,400,Education (EDUC),3
EDUC-F 500,EDUC,500,TOPICAL EXPLORATION IN EDUC,1.0,1.0,500,Education (EDUC),1
EDUC-G 203,EDUC,203,COMM FOR YOUTH-SERVING PROF,3.0,3.0,200,Education (EDUC),10
EDUC-G 204,EDUC,204,ASIAN AMERICAN MENTAL HEALTH,3.0,3.0,200,Education (EDUC),1
EDUC-G 206,EDUC,206,INTRO TO COUNSELING PSYCHOLOGY,3.0,3.0,200,Education (EDUC),5
EDUC-G 207,EDUC,207,SPORT-ATHLETE MENTAL HEALTH,3.0,3.0,200,Education (EDUC),5
EDUC-G 208,EDUC,208,PREVENTION OF ADOL RISK BEH,3.0,3.0,200,Education (EDUC),1
EDUC-G 222,EDUC,222,LIVING THE GRATEFUL LIFE,3.0,3.0,200,Education (EDUC),1
EDUC-G 272,EDUC,272,INTRO TO SEXUALITY COUNSELING,3.0,3.0,200,Education (EDUC),1
EDUC-G 302,EDUC,302,COUNSELING WITH YOUTH,3.0,3.0,300,Honors (HON),1
EDUC-G 310,EDUC,310,ADDICTIONS COUNSELING,3.0,3.0,300,Education (EDUC),4
EDUC-G 332,EDUC,332,GRP SKILLS: COUNS PSY PERSPECT,3.0,3.0,300,Education (EDUC),1
EDUC-G 355,EDUC,355,POSITIVE PSYCHOLOGY,3.0,3.0,300,Education (EDUC),5
EDUC-G 375,EDUC,375,MULTICULTURAL SKILLS,3.0,3.0,300,Education (EDUC),1
EDUC-G 424,EDUC,424,PROF SKILLS & CAREER PLANNING,3.0,3.0,400,Education (EDUC),1
EDUC-G 490,EDUC,490,INDIVIDUAL STUDY IN GUIDANCE,1.0,3.0,400,Education (EDUC),1
EDUC-G 502,EDUC,502,PROFSNL ORIENTATN & ETHICS,3.0,3.0,500,Education (EDUC),2
EDUC-G 505,EDUC,505,INDIV APPRAIS: PRIN & PROC,3.0,3.0,500,Education (EDUC),1
EDUC-G 510,EDUC,510,INTR TO ALCOHOL & DRUG COUNSELNG,3.0,3.0,500,Education (EDUC),2
EDUC-G 522,EDUC,522,COUNSELING THEORIES,3.0,3.0,500,Education (EDUC),2
EDUC-G 523,EDUC,523,LABORATORY COUNSLNG & GUIDANCE,3.0,3.0,500,Education (EDUC),2
EDUC-G 563,EDUC,563,MENTAL HEALTH COUNSELING,3.0,3.0,500,Education (EDUC),2
EDUC-G 575,EDUC,575,MULTICULTURAL COUNSELING,3.0,3.0,500,Education (EDUC),1
EDUC-G 590,EDUC,590,RESEARCH IN COUNSELING & GUID,1.0,3.0,500,Education (EDUC),1
EDUC-G 599,EDUC,599,THESIS RESEARCH,0.0,0.0,500,Education (EDUC),1
EDUC-G 622,EDUC,622,ADV THEORIES OF COUNSELING,3.0,3.0,600,Education (EDUC),1
EDUC-G 625,EDUC,625,ADV PRAC - IND SUPERVISION,1.0,6.0,600,Education (EDUC),7
EDUC-G 647,EDUC,647,ADV INTERNSHIP IN COUNSELING,1.0,3.0,600,Education (EDUC),5
EDUC-G 690,EDUC,690,ADV IND STUDY IN CSLG PSYCH,1.0,6.0,600,Education (EDUC),1
EDUC-G 699,EDUC,699,INTERNSHIP IN COUNSELING PSYCH,1.0,3.0,600,Education (EDUC),1
EDUC-G 763,EDUC,763,ADV PRACT IN COUNSELING SUPV,3.0,3.0,700,Education (EDUC),1
EDUC-G 795,EDUC,795,DISSERTATION PROPOSAL PREP,1.0,3.0,700,Education (EDUC),2
EDUC-G 799,EDUC,799,DOCTRL THESIS COUNS PSYCHOLOGY,1.0,15.0,700,Education (EDUC),2
EDUC-G 901,EDUC,901,ADVANCED RESEARCH,6.0,6.0,900,Education (EDUC),1
EDUC-H 205,EDUC,205,INTRODUCTION TO EDUC THOUGHT,3.0,3.0,200,Honors (HON),4
EDUC-H 340,EDUC,340,EDUCATION & AMERICAN CULTURE,3.0,3.0,300,Education (EDUC),2
EDUC-H 520,EDUC,520,EDUCATION AND SOCIAL ISSUES,3.0,3.0,500,Education (EDUC),1
EDUC-H 590,EDUC,590,IND ST/RES HIST PHIL COMP ED,1.0,3.0,500,Education (EDUC),2
EDUC-H 622,EDUC,622,EDUCATION POLICY IN PRACTICE,3.0,3.0,600,Education (EDUC),1
EDUC-H 795,EDUC,795,DISSERTATION PROPOSAL PREP,3.0,3.0,700,Education (EDUC),1
EDUC-H 799,EDUC,799,DOCT THESIS HIST OR PHIL OF ED,1.0,15.0,700,Education (EDUC),2
EDUC-I 251,EDUC,251,LEARNING THEORIES FOR TEACHERS,3.0,3.0,200,Education (EDUC),7
EDUC-I 633,EDUC,633,STUDYING LEARNING IN CONTEXT,3.0,3.0,600,Education (EDUC),1
EDUC-I 640,EDUC,640,THINKING & LEARNG SOC CONTEXTS,3.0,3.0,600,Education (EDUC),1
EDUC-I 795,EDUC,795,DISSERTATION PROPOSAL PREP,3.0,3.0,700,Education (EDUC),2
EDUC-I 799,EDUC,799,DOCTORAL THESIS LRNING SCIENCE,1.0,12.0,700,Education (EDUC),2
EDUC-J 500,EDUC,500,INSTRUCT IN CONTEXT OF CURRIC,3.0,3.0,500,Education (EDUC),2
EDUC-J 502,EDUC,502,ASSESSMENT AND EVALUATION,3.0,3.0,500,Education (EDUC),1
EDUC-J 503,EDUC,503,LEADERSHIP & INSTRUC COACHING,3.0,3.0,500,Education (EDUC),1
EDUC-J 605,EDUC,605,IND RSRCH EXPERIENCE-CURR/INST,3.0,3.0,600,Education (EDUC),3
EDUC-J 650,EDUC,650,INDPT STUDY IN CURRICULUM,1.0,3.0,600,Education (EDUC),1
EDUC-J 653,EDUC,653,THE NATURE OF SOCIAL STUDIES,3.0,3.0,600,Education (EDUC),1
EDUC-J 690,EDUC,690,INTERNSHIP IN CURRICULUM,3.0,3.0,600,Education (EDUC),1
EDUC-J 705,EDUC,705,SEM: INQ IN CURR & INSTRUCTION,3.0,3.0,700,Education (EDUC),1
EDUC-J 710,EDUC,710,PARADIGMS & PROG IN TEACHER ED,3.0,3.0,700,Education (EDUC),1
EDUC-J 760,EDUC,760,TOP SEM IN CURR/INSTR ISSUES:,3.0,3.0,700,Education (EDUC),1
EDUC-J 795,EDUC,795,DISSERTATION PROPOSAL PREP,1.0,3.0,700,Education (EDUC),5
EDUC-J 799,EDUC,799,DOCT THESIS-CURRICULUM/INSTR,1.0,12.0,700,Education (EDUC),4
EDUC-K 205,EDUC,205,INTRO TO EXCEPTIONAL CHILDREN,3.0,3.0,200,Education (EDUC),2
EDUC-K 207,EDUC,207,DISABILITY LAWS,1.0,1.0,200,Education (EDUC),1
EDUC-K 305,EDUC,305,TCHG EXCEPTNL LEARNER-ELEM SCH,3.0,3.0,300,Education (EDUC),7
EDUC-K 306,EDUC,306,TCHNG STDS SP NEEDS SEC CL RMS,3.0,3.0,300,Education (EDUC),1
EDUC-K 344,EDUC,344,BEHAVIOR INTERVENTION/SUPPORT,3.0,3.0,300,Education (EDUC),2
EDUC-K 352,EDUC,352,SPECIALLY DESIGNED INSTRUCTION,3.0,3.0,300,Education (EDUC),2
EDUC-K 361,EDUC,361,ASSISTVE TCH ELEM STDNTS DISAB,3.0,3.0,300,Education (EDUC),2
EDUC-K 441,EDUC,441,TRANSITION ACROSS THE LIFESPAN,2.0,3.0,400,Education (EDUC),1
EDUC-K 480,EDUC,480,STUDENT TEACH IN SPEC EDUC,7.0,7.0,400,Education (EDUC),1
EDUC-K 488,EDUC,488,SUPERVISED TCHNG IN SPEC EDUC,10.0,10.0,400,Education (EDUC),1
EDUC-K 505,EDUC,505,INTROD SP ED FOR GRAD STUDENTS,3.0,3.0,500,Education (EDUC),1
EDUC-K 535,EDUC,535,ASSMT FOR INSTRUCTN IN SPEC ED,3.0,3.0,500,Education (EDUC),1
EDUC-K 541,EDUC,541,TRANSITION ACROSS LIFE SPAN,3.0,3.0,500,Education (EDUC),1
EDUC-K 553,EDUC,553,CLASSRM MGMT & BEHAVR SUPPORT,3.0,3.0,500,Education (EDUC),1
EDUC-K 570,EDUC,570,RDG INTERVENTIONS & SUPPORTS,3.0,3.0,500,Education (EDUC),3
EDUC-K 590,EDUC,590,IND ST OR RES IN SPECIAL EDUC,1.0,3.0,500,Education (EDUC),1
EDUC-K 601,EDUC,601,INTRO SPEC ED SCHOLARSHIP,1.0,1.0,600,Education (EDUC),1
EDUC-K 631,EDUC,631,INTRODUCTION TO AUTISM,3.0,3.0,600,Education (EDUC),1
EDUC-K 643,EDUC,643,DISABILITY RIGHTS/POLICY/SRVCS,3.0,3.0,600,Education (EDUC),1
EDUC-K 780,EDUC,780,SEMINAR IN SPECIAL EDUCATION,3.0,3.0,700,Education (EDUC),1
EDUC-K 785,EDUC,785,INTRNSHP IN SPECIAL EDUCATION,1.0,6.0,700,Education (EDUC),1
EDUC-K 795,EDUC,795,DISSERTATION PROPOSAL PREP,3.0,3.0,700,Education (EDUC),1
EDUC-K 799,EDUC,799,DOCTORS THESIS IN SPECIAL EDUC,1.0,15.0,700,Education (EDUC),1
EDUC-L 239,EDUC,239,LANGUAGE AND LEARNING,3.0,3.0,200,Honors (HON),1
EDUC-L 407,EDUC,407,LANG EDUC ISSUES FOR ENG TCHRS,3.0,3.0,400,Education (EDUC),1
EDUC-L 408,EDUC,408,YOUNG ADULT LIT DIVERSE SOC,3.0,3.0,400,Education (EDUC),1
EDUC-L 442,EDUC,442,TCHNG ENGL LANG LRNRS: BIL/ENL,3.0,3.0,400,Education (EDUC),1
EDUC-L 451,EDUC,451,LITERACY INSTRUCT & ASSESS 1,3.0,3.0,400,Education (EDUC),5
EDUC-L 452,EDUC,452,LITERACY INSTRUCT & ASSESS II,3.0,3.0,400,Education (EDUC),3
EDUC-L 453,EDUC,453,LITERACY INSTRUCT & ASSESS III,3.0,3.0,400,Education (EDUC),5
EDUC-L 454,EDUC,454,LIT FOUNDATIONS: APP & ASSESS,3.0,3.0,400,Education (EDUC),5
EDUC-L 490,EDUC,490,RESEARCH IN LANGUAGE EDUCATION,3.0,3.0,400,Education (EDUC),1
