class_number,course_code,component,status,topic,capacity,available,waitlist,delivery_mode,instructors,days,start,end,building,room
33410,SOAD-N 110,LEC,CLOSED,,16,0,2,IN_PERSON,Smith M,TUTH,17:30,20:15,FA,145
33411,SOAD-S 220,LEC,CLOSED,,16,0,0,IN_PERSON,Carman C,MOWE,09:10,11:55,FA,230
33418,ENGR-E 399,LEC,OPEN,NATURAL INTELLIGENCE,20,15,0,IN_PERSON,Guo F,MOWE,11:10,12:25,IF,4012
33419,ENGR-E 599,LEC,OPEN,NATURAL INTELLIGENCE,20,15,0,IN_PERSON,Guo F,MOWE,11:10,12:25,IF,4012
3342,MUS-F 340,LEC,CLOSED,,12,0,0,IN_PERSON,Conjurske J,TUTH,10:25,11:15,SM,C113
33420,ENGR-E 101,LEC,CLOSED,,60,0,0,IN_PERSON,Himebaugh B,WE,08:00,08:50,IF,0117
33421,ENGR-E 101,LAB,CLOSED,,30,0,0,IN_PERSON,Himebaugh B,MOWE,09:35,10:50,IF,4010
3343,MUS-F 540,LEC,CLOSED,,12,0,0,IN_PERSON,Conjurske J,TUTH,10:25,11:15,SM,C113
3344,MUS-F 540,LEC,CLOSED,,12,0,0,IN_PERSON,Conjurske J,TUTH,11:35,12:25,SM,C113
33449,HIST-T 590,LEC,CLOSED,AMERICA IN WORLD: WW & BEYOND,20,0,2,ONLINE,Walgren A,,,,OL,ONLINE
33455,HIST-T 510,LEC,CLOSED,,21,0,0,ONLINE,Parnell D,,,,OL,ONLINE
3346,CSCI-A 591,LEC,OPEN,,3,2,0,IN_PERSON,Angiuli C,MOWE,09:35,10:50,IF,1106
33473,FRIT-M 200,LEC,CLOSED,,10,0,0,IN_PERSON,Pulcinella L,TH,09:35,10:50,WB,WEB
33474,FRIT-M 200,LEC,CLOSED,,10,0,2,IN_PERSON,Pulcinella L,TH,19:05,20:20,WB,WEB
3348,EDUC-N 590,LEC,OPEN,,20,20,0,,Tillema E,,,,ARR,
33481,SPEA-V 427,LEC,CLOSED,,30,0,6,IN_PERSON,Preston D,MOWE,09:35,10:50,BQ,C129
33486,SPEA-V 427,LEC,CLOSED,,30,0,6,IN_PERSON,Preston D,MOWE,11:10,12:25,BQ,C129
33487,MSCH-J 360,LEC,OPEN,COMMUNITY JOURNALISM,18,1,0,IN_PERSON,Zaltsberg B,MOWE,14:20,15:35,FF,052
33488,BUS-S 355,LEC,CLOSED,AGENTIC AI FOR BUSINESS,30,0,1,IN_PERSON,Zhang R,MOWE,08:00,09:15,HH,4079
33489,MSCH-J 460,LEC,OPEN,INDIANA NEWSROOM,12,5,0,IN_PERSON,Jones M,MOWE,15:55,17:10,FF,052
3349,SLST-S 532,LEC,OPEN,,25,17,0,IN_PERSON,Stringer D,TUTH,14:20,15:35,PY,113
33490,FRIT-M 150,LEC,CLOSED,,10,0,2,IN_PERSON,Grossi A,TU,11:10,12:25,WB,WEB
33491,HIST-H 799,LEC,OPEN,,15,14,0,IN_PERSON,Mora J,WE,17:30,19:30,BH,233
33492,BUS-P 455,LEC,OPEN,SUPPLY & LOGISTICS CONSULTING,30,13,0,IN_PERSON,Pittsford B,MOWE,12:45,14:00,HH,4006
33493,SWK-S 616,LEC,OPEN,,6,3,0,,Schepel S,,,,WB,WEB
33494,BUS-S 602,LEC,OPEN,,15,3,0,IN_PERSON,Cho S,TU,14:00,16:30,CG,1004
33495,SOC-S 339,LEC,CLOSED,,48,0,2,IN_PERSON,Michalski S,TUTH,15:55,17:10,AD,A152
33496,SPH-V 241,LEC,OPEN,,85,64,0,,Chusyd D,,,,WB,WEB
33497,MSCH-B 430,LEC,OPEN,BTN+ BROADCASTING,18,4,0,IN_PERSON,Whitaker P,TU,10:00,12:25,FF,062
33498,SPEA-N 525,LEC,OPEN,,24,7,0,IN_PERSON,Rosser E,MOWE,15:55,17:10,PV,A203
33499,ANTH-E 346,LEC,CLOSED,,25,0,11,IN_PERSON,Greene S,TU,10:00,12:30,SB,017
33500,MSCH-B 430,LEC,CLOSED,COLLEGE SPORTS MEDIA STRATEGY,10,0,0,IN_PERSON,Keag J,MO,17:00,18:30,AS,056
33501,SPEA-E 530,LEC,OPEN,,30,4,0,IN_PERSON,Farmer J,WE,11:10,12:25,HD,TBA
33506,ENG-L 746,LEC,OPEN,,10,1,0,IN_PERSON,Anderson P,MOWE,09:35,10:50,BH,018
33507,ENG-L 740,LEC,CLOSED,,10,0,0,IN_PERSON,Molesworth J,TUTH,11:10,12:25,BH,123
33508,ENG-L 738,LEC,CLOSED,,10,0,0,IN_PERSON,Kreilkamp I,MO,11:10,14:10,BH,018
33509,ENG-W 602,LEC,CLOSED,,10,0,0,IN_PERSON,Barnett S,WE,11:10,14:10,BH,018
33531,ECON-E 427,LEC,OPEN,,25,17,0,IN_PERSON,Avoyan A,MOWE,12:45,14:00,WH,106
33545,ECON-E 673,LEC,CLOSED,,21,0,4,IN_PERSON,Xiao R,WE,09:35,12:05,SY,108
33546,HHC-H 101,LEC,CLOSED,,24,0,0,IN_PERSON,Drane L,TU,09:35,10:50,HU,111
33547,HHC-H 101,LEC,CLOSED,,24,0,1,IN_PERSON,Gittleman E,TH,09:35,10:50,HU,111
33548,MSCH-D 331,LEC,CLOSED,,25,0,4,IN_PERSON,Plotnick R,TUTH,12:45,14:00,FF,210
33550,EURO-G 310,LEC,OPEN,,35,32,0,IN_PERSON,Hunt K,TUTH,09:35,10:50,WH,008
33551,CHEM-C 127,LAB,CLOSED,,28,0,2,IN_PERSON,Warner M,MO,12:40,15:40,CH,047
33552,CHEM-C 127,LAB,CLOSED,,28,0,3,IN_PERSON,Johnson D,MO,16:10,19:10,CH,047
33553,ECON-E 402,LEC,CLOSED,,30,0,4,IN_PERSON,Zhou I,MOWE,15:55,17:10,BH,308
33554,CHEM-C 127,LAB,CLOSED,,28,0,3,IN_PERSON,Grill B,TU,11:30,14:30,CH,049
33555,CHEM-C 127,LAB,CLOSED,,28,0,4,IN_PERSON,Nossir F,WE,12:40,15:40,CH,049
33556,CHEM-C 127,LAB,CLOSED,,28,0,1,IN_PERSON,Cheng F,TH,11:30,14:30,CH,049
33557,CHEM-C 127,LAB,CLOSED,,28,0,2,IN_PERSON,Dada A,TH,15:00,18:00,CH,049
33558,CHEM-C 127,LAB,CLOSED,,28,0,1,IN_PERSON,Dada A,FR,12:40,15:40,CH,049
33559,CHEM-C 127,LAB,CLOSED,,28,0,1,IN_PERSON,Yang D,TU,08:00,11:00,CH,047
33560,CHEM-C 127,LAB,CLOSED,,28,0,12,IN_PERSON,Rodriguez IV C,TU,11:30,14:30,CH,047
33561,CHEM-C 127,LAB,OPEN,,28,1,1,IN_PERSON,Wijenayake S,WE,09:10,12:10,CH,049
33562,CHEM-C 127,LAB,CLOSED,,28,0,6,IN_PERSON,Loynes S,TH,11:30,14:30,CH,047
33563,CHEM-C 127,LAB,CLOSED,,28,0,0,IN_PERSON,Kelley E,FR,08:00,11:00,CH,047
33564,CHEM-C 127,LAB,CLOSED,,28,0,1,IN_PERSON,Ghosh P,TU,08:00,11:00,CH,049
33565,CHEM-C 127,LAB,CLOSED,,28,0,0,IN_PERSON,Joshi S,TH,08:00,11:00,CH,047
33566,CHEM-C 127,LAB,CLOSED,,28,0,1,IN_PERSON,Tokos A,MO,12:40,15:40,CH,049
33567,CHEM-C 127,LAB,CLOSED,,28,0,1,IN_PERSON,Sachidanand F,WE,12:40,15:40,CH,047
33568,CHEM-C 127,LAB,CLOSED,,28,0,3,IN_PERSON,Turkar G,TH,15:00,18:00,CH,047
33569,CHEM-C 127,LAB,CLOSED,,28,0,0,IN_PERSON,Ackerman C,FR,08:00,11:00,CH,049
33570,CHEM-C 127,LAB,CLOSED,,28,0,0,IN_PERSON,Baillie B,FR,12:40,15:40,CH,047
33571,MSCH-B 360,LEC,CLOSED,SPORTS ANALYTICS,20,0,1,IN_PERSON,Shanahan J,TUTH,09:35,10:50,FF,210
33572,AADM-Y 500,LEC,OPEN,HISTORY OF MUSEUMS,30,20,0,IN_PERSON,Lewis F,TUTH,14:20,15:35,GA,1122
33574,AADM-Y 500,LEC,OPEN,ARTS WRITING & ADV MARKETING,30,20,0,IN_PERSON,Doades S,MOWE,08:00,09:15,PV,278
33575,FRIT-M 112,LEC,OPEN,,18,6,0,IN_PERSON,Pineda Nunez N,MOTUWETH,11:35,12:25,SY,004
33578,HHC-H 101,LEC,CLOSED,,24,0,1,IN_PERSON,Sherry J,FR,11:10,12:25,HU,108
33590,ENG-L 203,LEC,CLOSED,,25,0,0,IN_PERSON,Gunn H; Baxipatra M,MOWEFR,08:00,08:50,LH,135
33591,ENG-L 203,LEC,CLOSED,,25,0,0,IN_PERSON,Bhattacharya S; Baxipatra M,MOWEFR,12:45,13:35,BH,344
33592,ENG-L 203,LEC,CLOSED,,25,0,0,IN_PERSON,Bhattacharya S; Baxipatra M,MOWEFR,13:55,14:45,BH,147
33593,ENG-L 203,LEC,CLOSED,,25,0,0,IN_PERSON,Hoover B; Baxipatra M,MOWEFR,15:10,16:00,LH,125
33594,ENG-R 209,LEC,CLOSED,INFLUENCE AND CIVIC IDENTITY,25,0,0,IN_PERSON,Baxipatra M; Kuehn C,MOWEFR,09:10,10:00,SB,220
33595,ENG-W 350,LEC,CLOSED,,0,0,2,IN_PERSON,,MOWEFR,13:55,14:45,BH,344
33596,FRIT-F 315,LEC,OPEN,,15,6,0,IN_PERSON,Rottet K,MOWE,11:35,12:25,BH,237
33597,FRIT-F 315,DRL,OPEN,,15,6,0,IN_PERSON,Xu Y,TUTH,11:35,12:25,ED,1255
33598,MSCH-C 219,LEC,CLOSED,,18,0,1,IN_PERSON,Parameswaran R,TUTH,14:20,15:35,FF,214
33599,MSCH-G 460,LEC,OPEN,,36,11,0,IN_PERSON,Pizer P,TUTH,12:45,14:00,FF,073
33604,EDUC-E 341,LEC,OPEN,,18,3,0,,Roberts L,,,,WB,WEB
33605,CEUS-R 549,LEC,OPEN,HUNGARY: PAST AND PRESENT,25,22,0,IN_PERSON,Rajnai G,TUTH,14:20,15:35,SB,140
33607,MSCH-B 335,LEC,CLOSED,,18,0,7,IN_PERSON,Brosher J,MOWE,12:45,14:00,FF,003
33615,EDUC-J 503,LEC,CLOSED,,15,0,0,ONLINE,Gillam H,,,,OL,ONLINE
33628,FOLK-F 617,LEC,OPEN,PALESTINE IN POP CULTURE/MEDIA,2,2,0,IN_PERSON,McDonald D,MOWE,14:20,15:35,C2,203
33647,FOLK-F 404,LEC,OPEN,FESTIVAL & CELEBRATION,20,1,0,IN_PERSON,Horner R,MOWE,12:45,14:00,C2,102
33655,MELC-M 695,LEC,OPEN,"PALESTINE IN POP CULTURE, MDIA",3,1,0,IN_PERSON,McDonald D,MOWE,14:20,15:35,C2,203
33656,MSCH-G 430,LEC,CLOSED,,15,0,1,IN_PERSON,Benninghoff G,FR,09:00,12:00,FF,073
33662,EAS-G 590,LEC,OPEN,,20,6,0,IN_PERSON,Yanites B; Kelson J,MOWE,14:20,15:35,GY,2049
33666,MSCH-C 350,LEC,CLOSED,DIG MEDIA & MENTAL HEALTH,30,0,0,IN_PERSON,Marciano L,TUTH,09:35,10:50,FF,114
33672,MSCH-M 502,LEC,CLOSED,,16,0,1,IN_PERSON,Marciano L,TH,12:45,15:15,GY,1032
33682,REEI-R 300,LEC,OPEN,"DEMOCRACY IN CENT, EAST EUROPE",25,24,0,IN_PERSON,Rajnai G,TUTH,15:55,17:10,WH,104
33683,REEI-R 500,LEC,OPEN,"DEMOCRACY IN CENT, EAST EUROPE",25,24,0,IN_PERSON,Rajnai G,TUTH,15:55,17:10,WH,104
33684,REEI-R 500,LEC,OPEN,HUNGARY: PAST AND PRESENT,25,22,0,IN_PERSON,Rajnai G,TUTH,14:20,15:35,SB,140
33701,BIOL-T 591,LEC,OPEN,,24,10,0,ONLINE,Finkler M,,,,OL,ONLINE
33754,ENG-L 625,LEC,CLOSED,,15,0,0,ONLINE,Keener J,,,,OL,ONLINE
33791,INTL-OS 100,LEC,CLOSED,,0,0,0,,,,,,ARR,
33849,BIOL-L 326,LEC,CLOSED,,0,0,0,,,,,,ARR,
3394,OPT-V 521,LEC,CLOSED,,94,0,0,IN_PERSON,Himebaugh N; Tankam P,TU,10:00,10:50,OP,105
3395,OPT-V 521,LAB,CLOSED,,24,0,3,IN_PERSON,Himebaugh N; Tankam P,MO,14:00,15:50,OP,108
3396,OPT-V 521,LAB,CLOSED,,24,0,0,IN_PERSON,Himebaugh N; Tankam P,MO,16:00,17:50,OP,108
3397,OPT-V 521,LAB,CLOSED,,24,0,0,IN_PERSON,Himebaugh N; Tankam P,TU,13:00,14:50,OP,108
3398,OPT-V 521,LAB,CLOSED,,22,0,0,IN_PERSON,Himebaugh N; Tankam P,TU,15:00,16:50,OP,108
3399,OPT-V 540,LEC,OPEN,,100,6,0,IN_PERSON,Klemencic S; Nguyen T; Cheung H,MO,12:00,12:50,OP,111
3403,OPT-V 542,LEC,OPEN,,96,2,0,IN_PERSON,Port N; Cheng C,MO,08:00,09:50,OP,111
3404,OPT-V 542,LAB,CLOSED,,32,0,2,IN_PERSON,Port N; Cheng C,TH,11:00,12:50,OP,102
3405,OPT-V 542,LAB,CLOSED,,32,0,0,IN_PERSON,Port N; Cheng C,TH,13:00,14:50,OP,102
3406,OPT-V 542,LAB,OPEN,,32,2,0,IN_PERSON,Port N; Cheng C,TH,15:00,16:50,OP,102
3407,OPT-V 550,LEC,OPEN,,96,2,0,IN_PERSON,Peabody T; Mc Veigh M,MO,10:00,11:50,OP,111
3408,OPT-V 550,LAB,CLOSED,,24,0,3,IN_PERSON,Peabody T; Mc Veigh M,TU,13:00,14:50,OP,112
3409,OPT-V 550,LAB,OPEN,,24,2,0,IN_PERSON,Peabody T; Mc Veigh M,TU,15:00,16:50,OP,112
3411,OPT-V 550,LAB,CLOSED,,24,0,1,IN_PERSON,Peabody T; Mc Veigh M,WE,14:00,15:50,OP,112
3428,MUS-M 621,LEC,OPEN,,85,83,0,,Cartledge D,,,,ARR,
3429,SLHS-S 570,LEC,OPEN,,20,8,0,IN_PERSON,Rogers S,TH,14:20,15:20,AH,C3051
34293,ENG-L 643,LEC,CLOSED,,12,0,0,ONLINE,White E,,,,OL,ONLINE
34305,HIST-T 520,LEC,CLOSED,,20,0,0,ONLINE,Kennedy J,,,,OL,ONLINE
3431,OVST-Q 497,LEC,OPEN,,20,20,0,,Carty S,,,,ARR,
3432,HUBI-X 371,LEC,OPEN,,10,4,0,,Libby A,,,,ARR,
34323,FRIT-M 150,LEC,CLOSED,,10,0,0,IN_PERSON,Grossi A,TU,19:05,20:20,WB,WEB
3433,BUS-X 404,LEC,CLOSED,,31,0,0,IN_PERSON,Rubin J,TUTH,11:10,12:25,HH,3059
3434,SPH-M 328,LEC,CLOSED,,175,0,6,IN_PERSON,Evans J,TUTH,12:45,14:00,MO,007
3435,BUS-I 304,LEC,CLOSED,,0,0,0,,Landis R,,,,WB,WEB
3436,BUS-I 304,LEC,CLOSED,,0,0,0,,Evans N,,,,WB,WEB
3437,BUS-I 304,LEC,CLOSED,,0,0,0,,Landis R,,,,WB,WEB
3438,INFO-G 599,LEC,OPEN,,10,10,0,,Guidi G,,,,ARR,
34382,SLST-S 605,LEC,OPEN,,15,12,0,IN_PERSON,Dekydtspotter L,TUTH,12:45,14:00,BH,317
34383,HUBI-X 498,LEC,OPEN,,15,4,0,,Kalinovsky A; Wasserman M,,,,ARR,
3439,LSTU-L 110,LEC,OPEN,,35,16,0,,Linner P,,,,WB,WEB
34416,BUS-C 104,BIDS,OPEN,,32,2,0,IN_PERSON,Ryan K,TUTH,11:10,12:25,AC,C114
34417,BUS-C 104,BIDS,OPEN,,32,6,0,IN_PERSON,Ryan K,TUTH,12:45,14:00,AC,C114
3442,SPEA-V 369,LEC,CLOSED,,64,0,0,IN_PERSON,Bradley III T,TUTH,19:05,20:20,PV,277
3444,BUS-K 201,LEC,CLOSED,,40,0,2,IN_PERSON,Moriarity B,MOWE,12:45,14:00,HH,1047
34501,ENG-L 660,LEC,CLOSED,TONI MORRISON,15,0,0,ONLINE,Earley S,,,,OL,ONLINE
34516,EDUC-Y 520,LEC,CLOSED,,25,0,1,,Hollenbeck J,,,,ARR,
3455,MUS-S 810,LEC,OPEN,,5,5,0,,Ganatra S,,,,ARR,
34554,HIST-T 540,LEC,CLOSED,,20,0,0,ONLINE,Werking C,,,,OL,ONLINE
3456,MUS-B 810,LEC,OPEN,,18,18,0,,Ambrose K,,,,ARR,
34560,HIST-T 520,LEC,CLOSED,,20,0,0,ONLINE,Shen Y,,,,OL,ONLINE
3457,EDUC-R 586,LEC,OPEN,,20,20,0,,Ozogul G,,,,WB,WEB
3458,MUS-I 500,LEC,OPEN,,15,3,0,IN_PERSON,Murphy K; Prestinari C,MO,10:25,11:55,JS,315
34588,HIST-T 551,LEC,OPEN,,20,2,0,ONLINE,Shen Y,,,,OL,ONLINE
3459,MUS-I 500,LEC,OPEN,,20,9,0,IN_PERSON,Vaness C,TU,18:15,20:15,MA,454
3460,MUS-V 400,LEC,OPEN,,12,12,0,,Gill B,,,,ARR,
3461,MUS-V 900,LEC,OPEN,,18,7,0,,Gill B,,,,ARR,
3462,MUS-V 400,LEC,OPEN,,14,11,0,,Volpe P,,,,ARR,
34627,BUS-L 395,LEC,CLOSED,,30,0,0,IN_PERSON,Moore S,TUTH,12:45,14:00,HH,3059
34628,BUS-L 311,LEC,CLOSED,,35,0,2,IN_PERSON,Stemler A,MOWE,15:55,17:10,HH,3059
3463,ILS-Z 710,LEC,OPEN,,12,11,0,,Hara N,,,,ARR,
34636,ENG-W 508,LEC,CLOSED,,15,0,0,ONLINE,Cycholl G,,,,OL,ONLINE
3464,EALC-C 101,DRL,OPEN,,15,10,0,IN_PERSON,Lyu X; Catalano S,MOWEFR,13:55,14:45,BH,015
34643,MSCH-A 301,LEC,CLOSED,,30,0,13,IN_PERSON,Zhang N,TUTH,12:45,14:00,FF,114
34646,HON-H 236,LEC,OPEN,THE DAILY BREAD OF WAR,22,18,0,IN_PERSON,Illas E,TUTH,08:00,09:15,BH,015
34647,HON-H 236,LEC,OPEN,LEADERSHIP: FROM WAR TO PEACE,22,11,0,IN_PERSON,Arnaudo M,TUTH,14:20,15:35,HU,108
34648,MELC-M 695,LEC,CLOSED,ISLAMIC FEMINISMS,2,0,0,IN_PERSON,Afsaruddin A,TUTH,11:10,12:25,GA,0005
34649,REEI-R 500,LEC,OPEN,EMPIRE OF THE TSARS,5,2,1,IN_PERSON,Saburova T,MOWE,11:10,12:25,BH,342
3465,EALC-C 101,DRL,OPEN,,15,7,0,IN_PERSON,Lyu X; Catalano S,MOWEFR,15:10,16:00,BH,010
34650,REEI-R 500,LEC,CLOSED,HISTORY OF THE COLD WAR,4,0,0,IN_PERSON,Saburova T,MOWE,14:20,15:35,BH,203
34654,EDUC-J 500,LEC,CLOSED,,16,0,0,ONLINE,Grubb S,,,,OL,ONLINE
3466,EALC-C 101,DRL,OPEN,,15,10,0,IN_PERSON,Lyu X; Catalano S,MOWEFR,13:55,14:45,BH,015
34661,BUS-S 601,LEC,CLOSED,,8,0,0,IN_PERSON,Samtani S,TU,09:00,11:30,CG,1004
3467,EALC-C 101,DRL,OPEN,,15,6,0,IN_PERSON,Lyu X; Catalano S,MOWEFR,16:20,17:10,BH,010
3468,MUS-U 510,LEC,OPEN,,20,15,0,,McLean K,,,,ARR,
34688,BUS-S 798,LEC,OPEN,,15,5,0,IN_PERSON,Dennis A,MO,13:00,15:30,CG,1004
34689,BUS-M 255,LEC,OPEN,RETAIL WORKSHOP,30,3,0,IN_PERSON,Olsen D,TU,15:55,18:55,HH,2047
34697,MSCH-C 213,LEC,CLOSED,,40,0,6,IN_PERSON,Jamison-Koenig T,MOWE,09:35,10:50,TV,226
34698,MSCH-C 205,LEC,CLOSED,,30,0,3,IN_PERSON,Browning N,TUTH,11:10,12:25,FF,210
34699,MSCH-X 476,LEC,OPEN,,10,8,0,IN_PERSON,Bolstridge E,TU,13:00,16:00,TV,103A
34700,HON-H 234,LEC,OPEN,THE PEN AND THE SWORD,22,1,0,IN_PERSON,Scalabrini M,MOWE,09:35,10:50,HU,217
34701,BUS-L 100,LEC,CLOSED,,50,0,0,IN_PERSON,Stemler A,MOWE,11:10,12:25,WB,WEB
34702,MSCH-F 306,LEC,CLOSED,,18,0,0,IN_PERSON,Bell T,TUTH,14:20,15:35,FF,216
34703,MSCH-G 476,LEC,OPEN,,8,2,0,IN_PERSON,Bukvic I,TUTH,11:10,12:25,TV,250
34704,MSCH-T 540,LEC,OPEN,,10,4,0,IN_PERSON,Bukvic I,TUTH,11:10,12:25,TV,250
3471,SPH-S 502,LEC,OPEN,,25,9,0,,Slates K,,,,WB,WEB
34710,SPH-V 691,LEC,OPEN,,5,4,0,,Chusyd D,,,,ARR,
34712,BIOC-B 680,LEC,OPEN,STRUCTURAL VIROLOGY,5,4,0,IN_PERSON,Choi K,MOWE,10:30,11:45,SI,001
34713,MLS-M 471,LEC,OPEN,,5,5,0,IN_PERSON,Choi K,MOWE,10:30,11:45,SI,001
34716,MSCH-A 360,LEC,CLOSED,AI AND ADVERTISING,18,0,4,IN_PERSON,Zhang N,TUTH,09:35,10:50,FF,058
34717,ENGR-E 399,LEC,OPEN,MICRO AND NANO MEDICAL DEVICES,30,17,0,IN_PERSON,Guan W,TUTH,15:55,17:10,GY,4068
34718,ENGR-E 599,LEC,OPEN,MICRO AND NANO MEDICAL DEVICES,30,17,0,IN_PERSON,Guan W,TUTH,15:55,17:10,GY,4068
3472,INST-X 490,LEC,OPEN,,3,3,0,,Dodson M,,,,ARR,
34720,MELC-M 695,LEC,OPEN,EMPIRE IN THE MIDDLE EAST,5,3,0,IN_PERSON,Taher M,TUTH,17:30,18:45,GA,1112
34721,MSCH-A 360,LEC,CLOSED,MEDIA IND MEAS & ANALYTICS,27,0,2,IN_PERSON,Smith M,MOWE,14:20,15:35,WB,WEB
34722,MSCH-M 448,LEC,CLOSED,,27,0,0,IN_PERSON,Smith M,MOWE,14:20,15:35,WB,WEB
34724,MSCH-A 451,LEC,OPEN,,18,1,0,IN_PERSON,Schwab W,MOWE,11:10,12:25,FF,216
34725,MSCH-P 350,LEC,CLOSED,PROD LIVE REMOTE BROADCASTS,14,0,0,IN_PERSON,Andrei C,MO,15:55,18:20,FF,214
34726,CULS-C 701,LEC,CLOSED,,10,0,0,IN_PERSON,Barnett S,WE,11:10,14:10,BH,018
34729,SWK-S 325,LEC,OPEN,,20,12,0,IN_PERSON,Guthrie S,WE,13:55,16:40,AH,C3051
3473,BUS-A 100,LEC,CLOSED,,200,0,0,IN_PERSON,Seitz J,MOWE,12:45,13:35,HH,2075
3474,INFO-I 798,LEC,OPEN,,20,20,0,,Guidi G; Kemp J,,,,ARR,
34745,MSCH-C 270,LEC,CLOSED,INTERMEDIATE ADOBE PREMIERE,18,0,0,,Carroll A,,,,WB,WEB
34746,SOC-S 308,LEC,CLOSED,,10,0,3,IN_PERSON,Holbrow H,TUTH,11:10,12:25,GA,0003
34747,MSCH-P 440,LEC,CLOSED,,18,0,1,IN_PERSON,McEver E,MOWE,14:20,15:35,TV,250
34748,MSCH-A 360,LEC,CLOSED,INTRO TO PROGR ADVERTISING,25,0,1,IN_PERSON,Smith M,MOWE,11:10,12:25,WB,WEB
34753,MSCH-C 270,LEC,CLOSED,INTRO TO DATABASE INTEGRATIONS,18,0,2,,Koop A,,,,WB,WEB
34758,SPEA-V 600,LEC,OPEN,,15,9,0,IN_PERSON,Zirogiannis N; Rupp J,MOWE,11:10,12:25,PV,A205
3478,AFRI-A 651,LEC,OPEN,,8,6,0,,Martinez-Ruiz B,,,,ARR,
34783,ENG-L 635,LEC,OPEN,,5,2,0,IN_PERSON,Hamilton Abegunde M,MOWE,11:10,12:25,WI,C109
34786,THTR-T 304,LEC,OPEN,,21,1,0,IN_PERSON,Gray D,TUTH,15:00,16:30,AD,A350
3479,SOAD-F 213,LEC,CLOSED,,16,0,1,IN_PERSON,Quirk J,MOWE,12:45,15:30,KH,302
34791,LAW-B 501,LEC,OPEN,,62,1,0,IN_PERSON,Trujillo E,MOTUWE,08:45,10:00,LW,124
34792,LAW-B 501,LEC,OPEN,,5,4,0,IN_PERSON,Trujillo E,MOTUWE,08:45,10:00,LW,124
34793,LAW-B 519,LEC,OPEN,,18,8,0,IN_PERSON,Fisher T,TH,14:55,16:55,LW,203
34794,LAW-B 587,LEC,OPEN,,38,22,0,IN_PERSON,Cate F,MOTUWE,08:45,09:40,LW,213
34795,LAW-B 587,LEC,OPEN,,50,28,0,,Cate F,,,,WB,WEB
34797,LAW-B 536,LEC,OPEN,,105,77,0,IN_PERSON,Oliva J,TUTH,13:20,14:45,LW,125
34798,LAW-B 628,LEC,OPEN,,10,4,0,IN_PERSON,Henderson W,TH,16:30,19:30,LW,213
3480,SPH-V 541,LEC,OPEN,,15,11,0,IN_PERSON,Kamendulis L,MOWE,16:55,18:10,HD,TBA
34801,LAW-B 643,LEC,OPEN,,20,1,0,IN_PERSON,Boys S,MO,16:30,18:30,LW,216
34802,LAW-B 653,LEC,OPEN,,85,48,0,IN_PERSON,Velazquez A,TUTH,14:55,16:20,LW,122
34804,LAW-B 751,LEC,OPEN,,18,7,0,IN_PERSON,Marinotti J,MOWE,16:30,17:55,LW,203
34805,LAW-B 761,LEC,OPEN,,18,1,0,IN_PERSON,Purcell P,FR,08:45,11:45,LW,216
34806,LAW-E 508,LEC,CLOSED,GENERATIVE AI,24,0,3,IN_PERSON,Kubicki J,TH,12:45,15:45,LW,124
34807,LAW-E 508,LEC,CLOSED,MODERN SMALL FIRM PRACTICE,19,0,0,IN_PERSON,Stafford C,WE,16:30,18:30,LW,216
34808,LAW-E 514,LEC,OPEN,,50,42,0,,Leveque K,,,,ARR,
34809,LAW-E 514,LEC,OPEN,,50,50,0,,,,,,ARR,
3481,SPH-B 615,LEC,OPEN,,55,53,0,,Johnston J,,,,WB,WEB
34810,LAW-E 528,LEC,CLOSED,BRIEF WRITING & ORAL ARGUMENT,10,0,0,IN_PERSON,McFadden L,TU,12:45,14:45,LW,203
34811,LAW-E 538,LEC,OPEN,,10,1,0,,McFadden A,,,,ARR,
34812,LAW-E 539,LEC,CLOSED,,8,0,0,,Hughes S,,,,ARR,
34813,LAW-E 545,LEC,OPEN,,50,38,0,,Beck K,,,,ARR,
34814,LAW-E 545,LEC,OPEN,,50,50,0,,,,,,ARR,
34815,LAW-E 547,LEC,OPEN,,50,35,0,,Beck K,,,,ARR,
34816,LAW-E 547,LEC,OPEN,,50,50,0,,,,,,ARR,
34817,LAW-E 551,LEC,OPEN,,50,50,0,,Leveque K,,,,ARR,
34818,LAW-E 558,LEC,OPEN,,30,6,0,IN_PERSON,Freitag C,TH,12:45,14:45,LW,122
34819,LAW-E 561,LEC,CLOSED,,9,0,0,IN_PERSON,Need M,TU,16:30,18:30,HD,TBA
34820,LAW-E 564,LEC,OPEN,PRETRIAL LITIGATION,20,2,0,IN_PERSON,Vare T,MO,16:30,18:30,LW,214
34821,LAW-E 564,LEC,OPEN,PROTECTIVE ORDER LITIGATION,18,6,0,IN_PERSON,Williams M,MO,12:45,14:45,LW,222
34822,LAW-E 572,LEC,OPEN,,6,2,0,IN_PERSON,Abraham J,TH,08:30,12:00,LW,213
34823,LAW-E 591,LEC,OPEN,,8,3,0,IN_PERSON,Wieneke J,FR,08:45,11:45,LW,222
34824,LAW-E 613,LEC,CLOSED,,22,0,0,IN_PERSON,Pieples G,MOTUWE,10:55,11:50,LW,216
34827,LAW-E 620,LEC,CLOSED,,26,0,5,IN_PERSON,Pogue B,MOWE,16:30,17:55,LW,213
34829,EDUC-G 575,LEC,OPEN,,15,4,0,,Brooks J,,,,WB,WEB
