class_number,course_code,component,status,topic,capacity,available,waitlist,delivery_mode,instructors,days,start,end,building,room
12523,SPH-H 160,LAB,OPEN,,20,2,0,IN_PERSON,Timbrook C,MOWE,10:20,11:10,PH,021
12524,SPH-H 160,LAB,CLOSED,,20,0,0,IN_PERSON,Timbrook C,MOWE,12:40,13:30,PH,021
12525,SPH-H 160,LAB,OPEN,,20,6,0,IN_PERSON,Timbrook C,MOWE,13:50,14:40,PH,021
12526,SPH-H 160,LAB,OPEN,,18,12,0,IN_PERSON,Timbrook C,TUTH,09:10,10:00,PH,021
12527,SPH-H 160,LAB,OPEN,,18,10,0,IN_PERSON,Timbrook C,TUTH,10:20,11:10,PH,021
12528,SPH-H 160,LAB,OPEN,,18,6,0,IN_PERSON,Timbrook C,TUTH,12:40,13:30,PH,021
12529,SPH-H 160,LAB,OPEN,,18,13,0,IN_PERSON,Timbrook C,MOWE,09:10,10:00,PH,021
1253,CEUS-R 691,LEC,OPEN,,5,5,0,,Ozcelik O,,,,ARR,
12530,SPH-H 160,LAB,OPEN,,18,11,0,IN_PERSON,Timbrook C,TUTH,13:50,14:40,PH,021
12531,SPH-H 160,LAB,OPEN,,18,5,0,IN_PERSON,Timbrook C,TUTH,11:30,12:20,PH,021
12535,SPH-N 730,LEC,OPEN,,10,7,0,IN_PERSON,Perry C,MOWE,11:10,12:25,BH,123
12536,HIST-A 348,LEC,OPEN,,70,13,0,IN_PERSON,Andrews S,TUTH,09:35,10:50,BH,008
12538,BIOL-H 122,LEC,CLOSED,,18,0,0,IN_PERSON,Shaw S,TU,11:10,12:25,JH,015
12539,DSCI-D 591,LEC,OPEN,,75,58,0,,Shih P; Sinders R; Anderson D,,,,ARR,
1254,CEUS-R 890,LEC,OPEN,,8,3,0,,Ozcelik O,,,,ARR,
12540,CSCI-Y 798,LEC,OPEN,,95,81,0,,Chen F; Sinders R,,,,ARR,
12541,BUS-D 312,LEC,OPEN,,45,1,0,IN_PERSON,Kovacs E,MOWE,11:10,12:25,HH,3057
12542,REEI-R 500,LEC,OPEN,ELEMENTARY ARMENIAN I,5,4,0,IN_PERSON,Goldberg H,MOWE,17:40,19:00,WB,WEB
12543,BUS-Z 304,LEC,CLOSED,,45,0,1,IN_PERSON,Kleshinski C,TUTH,12:45,14:00,HH,3057
12544,MUS-U 315,LEC,OPEN,,10,8,0,,Carballo K,,,,HD,TBA
12545,MUS-U 515,LEC,OPEN,,10,8,0,,Carballo K,,,,HD,TBA
12546,MUS-E 527,LEC,OPEN,,24,15,0,IN_PERSON,Shaw B,TUTH,12:45,14:40,SM,005
12549,MATH-B 110,LEC,CLOSED,,240,0,0,IN_PERSON,Jenkins A,MOWEFR,13:55,14:45,RH,100
12550,MATH-B 110,LEC,CLOSED,,240,0,3,IN_PERSON,Chen H,MOWEFR,11:35,12:25,RH,100
12551,BUS-Z 531,LEC,OPEN,,30,1,0,IN_PERSON,Medlyn C,TUTH,09:25,10:50,CG,3046
12552,MUS-Z 115,LEC,OPEN,,20,4,0,IN_PERSON,Nelson O,MOWE,14:20,15:35,SM,242
12553,MUS-Z 209,LEC,OPEN,,45,3,0,IN_PERSON,Podgursky J,TUTH,17:30,18:45,SM,C141
12554,SEAS-F 101,LEC,OPEN,,15,5,0,IN_PERSON,De La Piedra K,MOWEFR,09:10,10:10,ED,1201
12555,INFO-I 301,LEC,OPEN,,45,13,0,IN_PERSON,Muehlhaus K,MOWE,11:10,12:25,I,E130
12556,SPEA-V 186,PRA,CLOSED,,34,0,3,IN_PERSON,Bukhari A,FR,12:00,12:50,PV,276
12557,SPEA-V 186,PRA,OPEN,,34,1,1,IN_PERSON,Bukhari A,FR,10:00,10:50,PV,276
12558,SPEA-V 186,PRA,OPEN,,34,1,1,IN_PERSON,Bukhari A,FR,11:00,11:50,PV,276
12559,SOAD-A 100,LEC,CLOSED,,220,0,19,,Alunei A,,,,WB,WEB
1256,CHEM-C 103,LEC,CLOSED,,312,0,22,IN_PERSON,Hill S; Oakley M; Scurek E,MOWEFR,08:00,08:50,BH,013
12560,SPEA-V 186,PRA,CLOSED,,34,0,2,IN_PERSON,Gray E,WE,16:45,17:35,GA,1118
12561,SPEA-V 186,PRA,OPEN,,34,1,0,IN_PERSON,Islam N,WE,18:00,18:50,PY,109
12562,SPEA-V 186,PRA,CLOSED,,34,0,1,IN_PERSON,Islam N,FR,11:00,11:50,PV,274
12563,SPEA-V 186,PRA,CLOSED,,34,0,9,IN_PERSON,Gray E,TH,16:30,17:20,GY,1043
12564,SPEA-V 186,PRA,CLOSED,,34,0,4,IN_PERSON,Gray E,TH,17:30,18:20,PV,163
12565,SPEA-V 186,PRA,CLOSED,,34,0,1,IN_PERSON,Gray E,TH,19:00,19:50,PV,163
12566,SPEA-V 186,PRA,CLOSED,,34,0,3,IN_PERSON,Rojas E,TH,16:45,17:35,BQ,C129
12567,SPEA-V 186,PRA,CLOSED,,34,0,1,IN_PERSON,Islam N,FR,10:00,10:50,PV,A223
12568,SPEA-V 186,PRA,CLOSED,,34,0,0,IN_PERSON,Rojas E,FR,11:00,11:50,PV,A223
1257,CHEM-C 103,DIS,CLOSED,,44,0,1,IN_PERSON,Enciso N; Pangan H,MOWE,13:55,14:45,LH,008
12570,SPEA-V 186,PRA,CLOSED,,34,0,6,IN_PERSON,Rahman S,FR,09:00,09:50,PV,163
12571,SPEA-V 186,PRA,CLOSED,,34,0,2,IN_PERSON,Rahman S,TH,18:00,18:50,BQ,C129
12572,MUS-M 510,LEC,OPEN,ASIAN-AMERICAN COMPOSERS,20,8,0,IN_PERSON,Liu B,TUTH,09:35,10:50,SM,356
12579,AFRI-L 101,LEC,OPEN,,22,1,0,IN_PERSON,Sow A,MOWE,14:20,15:35,SY,106
1258,CHEM-C 103,DIS,CLOSED,,50,0,6,IN_PERSON,Kiran V; Pangan H,TUTH,08:00,08:50,BH,330
12580,ENG-W 203,LEC,CLOSED,FICTION,15,0,0,IN_PERSON,McDonough M,TUTH,09:35,10:50,LH,016
12582,ENG-W 171,LEC,CLOSED,,23,0,0,IN_PERSON,Storey J; Thomae L,MOWEFR,09:10,10:00,BH,145
12584,MUS-P 110,LAB,CLOSED,,8,0,0,IN_PERSON,Yao E,TUTH,18:40,19:30,MA,318
12585,MUS-P 110,LAB,CLOSED,,8,0,0,IN_PERSON,Yao E,TUTH,12:45,13:35,MA,315
12586,MUS-P 121,LEC,CLOSED,,8,0,0,IN_PERSON,Yao E,TUTH,10:25,11:15,MA,318
1259,CHEM-C 103,DIS,CLOSED,,40,0,3,IN_PERSON,Rumon M,TUTH,16:20,17:10,BH,206
12591,ENGR-E 516,LEC,OPEN,,25,15,0,IN_PERSON,Song F,MO,14:20,16:50,IF,4012
12592,CSCI-B 405,LEC,OPEN,,60,1,0,IN_PERSON,Tao C,TUTH,12:45,14:00,GA,1106
12593,EDUC-G 763,LEC,OPEN,,10,7,0,IN_PERSON,Laskowski L,TU,09:35,11:05,ED,0034
12594,SPEA-V 374,LEC,CLOSED,,62,0,5,IN_PERSON,Duncan D,MOWE,09:35,10:50,PV,167
12595,MATH-X 125,LEC,OPEN,,25,11,0,IN_PERSON,Yuan C; Glidewell J,TUTH,09:35,10:50,PV,273
12596,MATH-X 125,LEC,OPEN,,25,2,0,IN_PERSON,Yuan C; Chan P,TUTH,12:45,14:00,AD,A151
12597,GEOG-G 120,LEC,OPEN,,96,29,0,IN_PERSON,Basile P,TUTH,14:20,15:35,SB,015
1260,CHEM-C 103,LAB,CLOSED,,26,0,2,IN_PERSON,Needham L,MO,09:10,10:40,CH,045
12601,ANTH-E 302,LEC,OPEN,,30,4,0,IN_PERSON,Collins C,MOWE,12:45,14:00,SB,220
12604,BIOL-L 211,LEC,CLOSED,,200,0,22,IN_PERSON,Anderson H,TUTH,11:10,12:25,JH,124
12605,CJUS-P 330,LEC,OPEN,,30,2,0,IN_PERSON,Hilton L,TU,17:30,20:00,BH,208
12606,EALC-K 101,LEC,OPEN,,27,10,0,IN_PERSON,Kim J,TUTH,15:10,16:00,ED,1210
12607,EALC-K 101,LEC,OPEN,,27,10,0,IN_PERSON,Kim J,TUTH,15:10,16:00,ED,1210
12608,LAW-B 684,LEC,OPEN,,18,6,0,IN_PERSON,Murphy B,MOWE,08:45,09:40,LW,203
12609,MSCH-J 528,LEC,OPEN,,5,4,0,IN_PERSON,Groobert D,MOWE,09:35,10:50,FF,215
1261,CHEM-C 103,LAB,CLOSED,,26,0,1,IN_PERSON,Needham L,MO,10:55,12:25,CH,045
12610,SLAV-R 401,LEC,OPEN,,20,4,0,IN_PERSON,Safiullina G; Shardakova M,MOWEFR,13:55,14:45,BH,241
12611,MSCH-J 577,LEC,OPEN,,5,1,0,IN_PERSON,Johnston K,MOWE,12:45,14:00,FF,215
12616,CSCI-B 490,LEC,OPEN,SOFTWARE ENG FOR INFOR SYS II,11,9,0,IN_PERSON,Bahramian H,TUTH,14:20,15:35,LU,1001
12617,ILS-Z 680,LEC,CLOSED,,16,0,4,IN_PERSON,Maryanski M,FR,12:45,15:20,LL,105
12618,BUS-W 300,LEC,CLOSED,,60,0,13,IN_PERSON,Pieratt M,MOWE,11:10,12:25,WB,WEB
1262,CHEM-C 103,LAB,CLOSED,,26,0,3,IN_PERSON,Hu L,MO,16:10,17:40,CH,045
12620,SPH-H 263,LEC,OPEN,,100,45,0,,Salem S,,,,WB,WEB
12623,HHC-H 211,LEC,CLOSED,,22,0,2,IN_PERSON,Cecil R,MOWE,14:20,15:35,HU,111
12624,BUS-Z 565,LEC,OPEN,,30,15,0,IN_PERSON,Luther R,MOTUWE,09:00,17:00,CG,1022
12625,HHC-H 212,LEC,OPEN,,22,9,0,IN_PERSON,Furniss N,MOWE,12:45,14:00,HU,217
12626,OVST-J 396,LEC,OPEN,,10,8,0,,Carty S,,,,ARR,
12627,OVST-K 496,LEC,OPEN,,10,10,0,,Carty S,,,,ARR,
12628,BUS-P 319,LEC,CLOSED,,40,0,2,IN_PERSON,Manhart P,MOWE,14:20,15:35,HH,3079
1263,CHEM-C 103,LAB,CLOSED,,26,0,0,IN_PERSON,Hu L,MO,17:55,19:25,CH,045
12630,MUS-T 132,LEC,OPEN,,20,4,0,IN_PERSON,Ferns Z,MOWE,08:00,08:50,MU,204
12633,MUS-Q 400,LEC,OPEN,,18,17,0,,Smith J,,,,ARR,
12634,MUS-Q 700,LEC,OPEN,,10,10,0,,Smith J,,,,ARR,
12635,MUS-Q 900,LEC,OPEN,,18,16,0,,Smith J,,,,ARR,
1264,CHEM-C 103,LAB,CLOSED,,26,0,2,IN_PERSON,Needham L,TU,08:00,09:30,CH,045
12641,MSCH-J 529,LEC,OPEN,,2,1,0,IN_PERSON,Groobert D,MOWE,12:45,14:00,FF,062
12642,MUS-P 115,LEC,OPEN,,16,6,0,IN_PERSON,Yao E,TUTH,10:25,11:15,MU,101
12643,MUS-F 446,LEC,OPEN,,18,12,0,IN_PERSON,Murphy Jr O,FR,17:00,19:00,SM,242
12644,MUS-F 546,LEC,OPEN,,18,12,0,IN_PERSON,Murphy Jr O,FR,17:00,19:00,SM,242
12646,SPEA-R 625,LEC,OPEN,,30,13,0,IN_PERSON,Richards K,MOWE,15:55,17:10,PV,A335
12648,MSCH-C 350,LEC,CLOSED,MEDIA & ENT INDUSTRY CAREERS,35,0,0,IN_PERSON,Snyder B,WE,19:00,20:45,WB,WEB
12649,EURO-W 500,LEC,OPEN,BEGINNER IRISH I,24,16,0,IN_PERSON,Ni Mhuiri E,MOWE,12:45,13:35,GA,0013
1265,CHEM-C 117,LEC,CLOSED,,315,0,23,IN_PERSON,Arnold K; Porter M; Brauser M,MOWEFR,08:00,08:50,CH,122
12651,INFO-I 591,LEC,OPEN,,20,18,0,,Gray C,,,,ARR,
12652,INFO-I 591,LEC,OPEN,,20,20,0,,Guidi G,,,,ARR,
12653,BUS-K 507,LEC,OPEN,,30,3,0,IN_PERSON,Baird J,TUTH,12:45,14:10,CG,3046
12658,EDUC-E 225,LEC,CLOSED,,24,0,0,IN_PERSON,Hazen K,MOWE,08:00,09:15,ED,3275
12659,INFO-I 520,LAB,OPEN,,2,2,0,IN_PERSON,Huang Y,FR,13:50,14:40,IF,3115
1266,CHEM-C 117,LEC,CLOSED,,315,0,27,IN_PERSON,Porter M; Arnold K; Brauser M,MOWEFR,09:10,10:00,CH,122
12660,CSCI-B 557,LEC,OPEN,,26,13,0,IN_PERSON,Raphael C,TUTH,11:10,12:25,I,321A
12661,INFO-I 547,LEC,OPEN,,26,13,0,IN_PERSON,Raphael C,TUTH,11:10,12:25,I,321A
12662,ARTH-A 775,LEC,CLOSED,,1,0,0,,Molotiu A,,,,ARR,
12664,INFO-I 541,LEC,OPEN,,65,47,0,IN_PERSON,Gray C,MOWE,14:15,16:45,TE,F160
12665,EALC-C 306,LEC,OPEN,,20,10,0,IN_PERSON,Luo M,TUTH,12:45,14:00,BH,336
12666,EALC-C 506,LEC,OPEN,,20,10,0,IN_PERSON,Luo M,TUTH,12:45,14:00,BH,336
12668,EALC-J 101,LEC,OPEN,,36,14,0,IN_PERSON,Akiyama Y; Ueda S,TUTH,12:45,13:35,WI,C111
1267,CHEM-C 117,DIS,CLOSED,,45,0,3,IN_PERSON,Bashir M,MO,10:25,11:15,GA,1122
12670,EALC-J 101,LEC,OPEN,,36,14,0,IN_PERSON,Akiyama Y; Ueda S,TUTH,12:45,13:35,WI,C111
12671,EDUC-J 795,LEC,CLOSED,,1,0,0,,Buck G,,,,ARR,
12672,EALC-J 101,DRL,OPEN,,14,5,0,IN_PERSON,Akiyama Y; Ueda S,MOWEFR,09:10,10:00,BH,312
12673,EALC-J 101,DRL,OPEN,,14,5,0,IN_PERSON,Akiyama Y; Ueda S,MOWEFR,09:10,10:00,BH,312
12674,EALC-J 101,DRL,OPEN,,14,10,0,IN_PERSON,Akiyama Y; Ueda S,MOWEFR,10:25,11:15,LH,135
12675,EALC-J 101,DRL,OPEN,,14,10,0,IN_PERSON,Akiyama Y; Ueda S,MOWEFR,10:25,11:15,LH,135
12676,EALC-J 101,DRL,OPEN,,14,8,0,IN_PERSON,Akiyama Y; Ueda S,MOWEFR,11:35,12:25,LI,851
12677,EALC-J 101,DRL,OPEN,,14,8,0,IN_PERSON,Akiyama Y; Ueda S,MOWEFR,11:35,12:25,LI,851
12678,EALC-J 101,DRL,CLOSED,,14,0,0,IN_PERSON,Akiyama Y; Ueda S,MOWEFR,16:20,17:10,BH,237
12679,EALC-J 101,DRL,CLOSED,,14,0,0,IN_PERSON,Akiyama Y; Ueda S,MOWEFR,16:20,17:10,BH,237
1268,CHEM-C 117,DIS,CLOSED,,45,0,6,IN_PERSON,Bashir M,MO,11:35,12:25,BH,006
12680,ILS-Z 639,LEC,OPEN,,25,9,0,IN_PERSON,Wu S,MO,13:55,16:25,IF,0006
12681,EALC-C 101,LEC,OPEN,,25,11,0,IN_PERSON,Catalano S; Lyu X,TUTH,15:10,16:00,RE,C110
12682,EALC-C 101,LEC,OPEN,,25,11,0,IN_PERSON,Catalano S; Lyu X,TUTH,15:10,16:00,RE,C110
12683,EALC-C 201,LEC,OPEN,,28,9,0,IN_PERSON,Liles X,TUTH,12:45,13:35,BH,216
12684,EALC-C 201,LEC,OPEN,,28,9,0,IN_PERSON,Liles X,TUTH,12:45,13:35,BH,216
12685,ENG-W 170,LEC,CLOSED,PROJECTS IN READING & WRITING,23,0,1,IN_PERSON,Yusen B; Storey J,MOWEFR,11:35,12:25,SY,002
12686,ENG-W 170,LEC,CLOSED,PROJECTS IN READING & WRITING,23,0,0,IN_PERSON,Ephraim M; Storey J,MOWEFR,12:45,13:35,BH,232
12687,ARTH-A 775,LEC,OPEN,,1,1,0,,Van Voorhis J,,,,ARR,
12689,SPEA-H 586,LEC,OPEN,,30,30,0,IN_PERSON,Grudi A,TH,18:00,20:30,WB,WEB
1269,CHEM-C 117,DIS,CLOSED,,45,0,3,IN_PERSON,Wehigaldeniya R,MO,13:55,14:45,LH,130
12691,CSCI-B 590,LEC,OPEN,SOFTWARE ENGINEERING FOR INFOR,2,1,0,IN_PERSON,Seiffert K,MOWE,11:10,12:25,IF,1106
12694,MUS-Z 288,LEC,CLOSED,,40,0,5,IN_PERSON,Rigby M,MOWE,15:55,17:10,SM,242
12696,MSCH-A 360,LEC,CLOSED,MEDIA & ENT INDUSTRY CAREERS,35,0,0,IN_PERSON,Snyder B,WE,19:00,20:45,WB,WEB
1270,CHEM-C 117,DIS,CLOSED,,45,0,7,IN_PERSON,Hanagan C,MO,12:45,13:35,JH,065
12700,EDUC-M 333,LEC,CLOSED,,22,0,5,,Jenkins E,,,,WB,WEB
12705,MSCH-A 360,LEC,CLOSED,INTRO TO DATA STRATEGY,30,0,4,IN_PERSON,Heredia-Ferran M,TUTH,17:30,18:45,WB,WEB
12706,MSCH-P 353,LEC,CLOSED,,18,0,0,IN_PERSON,Knowles M,MO,18:30,21:00,TV,250
12707,MSCH-P 361,LAB,CLOSED,,12,0,2,IN_PERSON,Braunlin S,WE,17:00,21:00,TV,127
12708,MSCH-A 442,LEC,CLOSED,,30,0,0,IN_PERSON,Vega C,TUTH,17:30,18:45,WB,WEB
1271,CHEM-C 117,DIS,CLOSED,,45,0,3,IN_PERSON,Hanagan C,MO,13:55,14:45,GA,1128
12710,BUS-F 455,LEC,OPEN,PRIVATE EQUITY FUND,23,1,0,IN_PERSON,Goy M,FR,12:45,14:00,HH,3000
12711,MSCH-C 345,LEC,OPEN,,40,8,0,IN_PERSON,Bruker M,MO,11:10,12:25,AD,A152
12712,EDUC-P 250,LEC,CLOSED,,30,0,0,,Little T,,,,WB,WEB
12713,MSCH-X 489,LEC,OPEN,,15,11,0,,Major L; Johnston K; Truesdell B,,,,ARR,
12714,MSCH-A 441,LEC,CLOSED,,32,0,2,IN_PERSON,Khan T,TUTH,11:10,12:25,LH,004
12716,BUS-K 327,LEC,CLOSED,,34,0,0,IN_PERSON,Serex P,TUTH,11:10,12:25,HH,4057
12717,MSCH-J 410,LEC,OPEN,,18,8,0,IN_PERSON,White T,MOWE,14:20,15:35,FF,060
12718,SPH-H 360,LEC,CLOSED,,40,0,4,,Jacobs W,,,,WB,WEB
12719,BUS-M 455,LEC,OPEN,KELLEY OUTFITTERS,30,9,0,IN_PERSON,Talbott J,TH,15:55,18:25,HH,2047
1272,CHEM-C 117,DIS,CLOSED,,45,0,3,IN_PERSON,Wehigaldeniya R,MO,12:45,13:35,BH,346
12720,SPEA-E 490,LEC,OPEN,,10,9,0,,Need A,,,,ARR,
12721,SPEA-E 490,LEC,OPEN,,10,10,0,,Need A,,,,ARR,
12723,REEI-R 500,LEC,OPEN,THE UNSUSTAINABILITY OF WAR,36,1,0,IN_PERSON,Griffin C,MOWE,09:35,10:50,BH,342
12724,INST-X 490,LEC,OPEN,,3,3,0,,Ashutosh I,,,,ARR,
12725,MSCH-H 498,LEC,OPEN,,5,5,0,,Coleman J,,,,ARR,
12726,MSCH-B 334,LEC,CLOSED,,18,0,2,IN_PERSON,Sharrett C,MO,12:00,14:30,WB,WEB
12727,CHEM-C 343,LAB,CLOSED,,20,0,1,IN_PERSON,Agosto C,MO,12:40,16:40,CH,145
12728,SPEA-V 181,LEC,CLOSED,,100,0,2,IN_PERSON,Girgis S,TUTH,08:00,09:15,PV,167
12729,BUS-D 311,LEC,CLOSED,,50,0,14,IN_PERSON,Vodosek M,TUTH,12:45,14:00,HH,2000
1273,CHEM-C 117,DIS,CLOSED,,45,0,5,IN_PERSON,Wehigaldeniya R,MO,11:35,12:25,BH,008
12730,BUS-D 411,LEC,OPEN,,35,17,0,IN_PERSON,Bu J,TUTH,08:00,09:15,HH,2049
12731,BUS-W 430,LEC,OPEN,,30,13,0,IN_PERSON,Nugent M,TUTH,17:30,18:45,HH,3057
12732,OVST-A 497,LEC,OPEN,,15,14,0,,Carty S,,,,ARR,
12733,ILS-Z 511,LEC,OPEN,,25,3,0,IN_PERSON,Hu Y,WE,11:35,14:05,AD,A152
12736,MSCH-A 450,LEC,CLOSED,,18,0,3,IN_PERSON,Cole C,TUTH,12:45,14:00,WB,WEB
12739,EDUC-L 517,LEC,OPEN,,28,5,0,,McNeill E,,,,WB,WEB
1274,CHEM-C 117,DIS,CLOSED,,45,0,3,IN_PERSON,Gachotte C; Oehrlein E,TU,16:20,17:10,SE,140
12740,MSCH-R 349,LEC,CLOSED,,18,0,5,IN_PERSON,Lawhorn T,TUTH,09:35,10:50,FF,060
12742,HON-X 298,LEC,OPEN,HONORS INDEPENDENT RESEARCH,1,1,0,,Newman E,,,,ARR,
12743,ILS-Z 511,LEC,OPEN,,30,22,0,IN_PERSON,Choksy C,MOWE,09:35,10:50,IF,1104
12744,THTR-T 722,LEC,OPEN,,16,13,0,,McKnight J,,,,HD,TBA
12746,MSCH-X 490,LEC,OPEN,,1,1,0,,Castronova E,,,,ARR,
12748,BUS-F 415,LEC,OPEN,,25,12,0,IN_PERSON,Masson D,WE,17:30,20:00,HH,3048
12749,PSY-X 397,LEC,OPEN,,20,20,0,,Rutter L,,,,ARR,
1275,CHEM-C 117,DIS,CLOSED,,45,0,2,IN_PERSON,Cadena Martinez N,MO,09:10,10:00,BH,003
12750,PSY-X 398,LEC,OPEN,,20,20,0,,Rutter L,,,,ARR,
12751,PSY-X 497,LEC,OPEN,,20,19,0,,Rutter L,,,,ARR,
12752,PSY-X 498,LEC,OPEN,,20,20,0,,Rutter L,,,,ARR,
12753,MSCH-X 472,LEC,OPEN,,60,49,0,,Major L; Heckler T; Bland J,,,,ARR,
12755,MUS-Y 154,LEC,OPEN,,5,5,0,,Chang Kitano H,,,,ARR,
12757,CSCI-B 590,LEC,OPEN,SOFTWARE ENG FOR INFO SYS II,2,2,0,IN_PERSON,Bahramian H,TUTH,14:20,15:35,LU,1001
12759,EDUC-G 490,LEC,OPEN,,8,8,0,,Brooks J,,,,HD,TBA
12763,OVST-H 494,LEC,OPEN,,10,9,0,,Carty S,,,,ARR,
12764,OVST-H 494,LEC,OPEN,,10,10,0,,Carty S,,,,ARR,
12766,GER-Y 503,LEC,CLOSED,,2,0,0,,Kerler D,,,,HD,TBA
12767,GER-Y 200,LEC,CLOSED,,2,0,0,,Kerler D,,,,HD,TBA
12768,EDUC-M 200,LEC,CLOSED,,22,0,6,,Won J,,,,WB,WEB
12769,EDUC-M 235,LEC,CLOSED,,24,0,1,,Wood L,,,,WB,WEB
1277,CHEM-C 121,LEC,OPEN,,96,2,3,IN_PERSON,Singh H,TH,12:45,13:35,CH,122
12770,CSCI-Y 790,LEC,OPEN,,5,5,0,,Angiuli C,,,,ARR,
12771,MSCH-A 441,LEC,CLOSED,,28,0,2,IN_PERSON,Baker J,TUTH,11:10,12:25,FF,215
12772,MSCH-J 575,LEC,OPEN,,12,5,0,,Johnston K,,,,HD,TBA
12773,PHIL-P 150,DIS,CLOSED,,21,0,0,IN_PERSON,Jackson M,FR,09:10,10:00,SY,006
12774,PHIL-P 150,DIS,CLOSED,,21,0,0,IN_PERSON,Jackson M,FR,10:25,11:15,SY,006
12775,PHIL-P 150,DIS,OPEN,,21,1,0,IN_PERSON,Nguyen L,FR,13:55,14:45,SY,006
12777,PHIL-P 105,LEC,CLOSED,,69,0,1,IN_PERSON,Yetman D,TUTH,13:55,14:45,GY,1050
12778,PHYS-P 201,DIS,CLOSED,,30,0,0,IN_PERSON,Beggs J; Liao J; Govin R,TH,15:10,16:00,SE,240
12779,PHYS-P 201,LAB,CLOSED,,24,0,0,IN_PERSON,Beggs J; Liao J; Govin R,WE,15:10,17:05,SW,108
1278,CHEM-C 121,LAB,OPEN,,24,2,0,IN_PERSON,Nakath Durage W,MO,18:00,21:00,CH,027
12780,SLHS-A 500,LEC,CLOSED,,1,0,0,IN_PERSON,Goodall H,MOWE,09:35,10:50,BH,330
12781,SLHS-A 550,LEC,CLOSED,,1,0,0,IN_PERSON,Demeter D,TUTH,12:45,14:00,BH,330
12782,EDUC-M 500,LEC,OPEN,,20,3,0,,Christoun L,,,,ARR,
12783,HHC-H 101,LEC,CLOSED,,24,0,1,IN_PERSON,Gittleman E,MO,09:35,10:50,RE,C110
12784,HHC-H 101,LEC,CLOSED,,24,0,2,IN_PERSON,Winston S,MO,12:45,14:00,SY,200
12787,CHEM-C 341,DIS,CLOSED,,42,0,2,IN_PERSON,Schmitt C; Howell J,TH,16:20,17:10,BH,346
12788,CHEM-C 341,DIS,CLOSED,,43,0,2,IN_PERSON,Dugger D,TH,17:30,18:20,BH,227
1279,CHEM-C 121,LAB,CLOSED,,24,0,0,IN_PERSON,Santia D,TU,08:00,11:00,CH,027
12790,HHC-H 101,LEC,CLOSED,,24,0,0,IN_PERSON,Xavier Carvalho T,TU,15:55,17:10,HU,108
12791,HHC-H 101,LEC,CLOSED,,24,0,1,IN_PERSON,Kunzman R,WE,09:35,10:50,HU,111
12792,HHC-H 101,LEC,CLOSED,,24,0,2,IN_PERSON,Kunzman R,WE,11:10,12:25,HU,111
12793,HHC-H 101,LEC,CLOSED,,24,0,2,IN_PERSON,Gittleman E,TU,11:10,12:25,HU,111
12794,HHC-H 101,LEC,CLOSED,,24,0,2,IN_PERSON,Pontillo J,TH,11:10,12:25,HU,111
12795,MUS-O 841,LEC,OPEN,,18,11,0,,Caswell R,,,,ARR,
12796,MUS-Z 710,LEC,OPEN,JAZZ VOICE GRAD ELECTIVE,18,11,0,,Caswell R,,,,ARR,
12797,HHC-H 101,LEC,CLOSED,,24,0,2,IN_PERSON,Nussbaum M,TU,12:45,14:00,HU,111
12798,HHC-H 101,LEC,CLOSED,,24,0,4,IN_PERSON,Pontillo J,TU,14:20,15:35,HU,111
12799,MSCH-P 331,LEC,OPEN,,18,5,0,IN_PERSON,Shoulberg P,TUTH,09:35,10:50,TV,226
1280,CHEM-C 121,LAB,CLOSED,,24,0,2,IN_PERSON,Santia D,TU,11:30,14:30,CH,027
12801,MUS-A 321,LAB,OPEN,,10,10,0,IN_PERSON,Turhan A,TH,09:35,10:50,SM,354
12802,CMLT-C 111,LEC,CLOSED,,20,0,0,IN_PERSON,Kurek D,MOWE,13:50,15:05,SY,108
12803,CLLC-L 210,LEC,OPEN,FOOD PHOTO CONCEPTS & PRACTICE,16,3,0,IN_PERSON,Cluver Y,MOWE,13:55,15:35,EO,C112
12804,SLHS-A 150,LEC,CLOSED,,27,0,7,IN_PERSON,Demeter D,TUTH,09:35,10:50,BH,330
12806,MUS-F 419,LEC,OPEN,FLUTE ORCHESTRAL REPERTOIRE,20,7,0,IN_PERSON,Robertello T,FR,12:45,14:40,MA,006
12807,MUS-F 519,LEC,OPEN,FLUTE ORCHESTRAL REPERTOIRE,20,7,0,IN_PERSON,Robertello T,FR,12:45,14:40,MA,006
12809,SPEA-V 246,LEC,CLOSED,,64,0,1,IN_PERSON,Astill A,MOWE,08:00,09:15,PV,274
1281,CHEM-C 121,LAB,CLOSED,,24,0,1,IN_PERSON,Nakath Durage W,TU,15:00,18:00,CH,027
12811,INFO-T 100,LEC,OPEN,LUDDY SCHOLARS SEMINAR,20,8,0,IN_PERSON,Ensmenger N,TH,11:10,12:10,BH,141
12817,CSCI-A 201,LAB,OPEN,,20,11,0,IN_PERSON,Tao C,TU,16:20,18:15,BH,107
12818,SPH-K 550,LEC,OPEN,ADV IN MOTOR LEARNING RESEARCH,12,12,0,IN_PERSON,Shea J,TUTH,11:00,12:15,SY,137
12819,AFRI-A 100,LEC,CLOSED,,45,0,0,IN_PERSON,Aherne T,TUTH,12:45,14:00,GA,1118
1282,CHEM-C 341,DIS,CLOSED,,40,0,0,IN_PERSON,Neary B; Howell J,WE,18:40,19:30,BH,346
12821,ENG-W 203,LEC,CLOSED,FICTION,15,0,0,IN_PERSON,Neal A,TUTH,14:20,15:35,LH,112
